Offset;Input Attributes: Layout 4 (Per vertex).TEXCOORD0[0];Input Attributes: Layout 4 (Per vertex).TEXCOORD0[1]
3672;0.8303304;0.8160104
3680;0.8599248;0.7754098
3688;0.8585028;0.7277355
3696;0.836439;0.7881728
3704;0.8466586;0.7583578
3712;0.8820961;0.6887808
3720;0.8958052;0.681738
3728;0.8614619;0.6964641
3736;0.8129034;0.8001822
3744;0.8242469;0.7661674
3752;0.8363214;0.7310792
3760;0.8410899;0.7017093
3768;0.8038678;0.8268428
3776;0.7937338;0.8563219
3784;0.7806457;0.884608
3792;0.8036923;0.913896
3800;0.7575089;0.9116278
3808;0.7741244;0.951039
3816;0.7257431;0.9365181
3824;0.7081043;0.9837198
3832;0.6704177;0.9607632
3840;0.6245917;0.9942115
3848;0.6929984;0.9230806
3856;0.732071;0.8956289
3864;0.7593818;0.8585795
3872;0.7733961;0.8320435
3880;0.6047978;0.9722536
3888;0.5541703;0.9942115
3896;0.7014309;0.8875303
3904;0.6444049;0.9424978
3912;0.5532361;0.97461
3920;0.5;0.9942115
3928;0.7860219;0.806681
3936;0.7291706;0.8574673
3944;0.6665863;0.9110054
3952;0.5886824;0.952692
3960;0.6246694;0.9264927
3968;0.6475509;0.9044181
3976;0.8017138;0.7741441
3984;0.7475679;0.8313071
3992;0.6793543;0.8843657
4000;0.8149629;0.7357203
4008;0.7055089;0.8567005
4016;0.8224857;0.7054552
4024;0.7878578;0.7771409
4032;0.7630794;0.8077338
4040;0.8033463;0.7397575
4048;0.724275;0.8302778
4056;0.7786967;0.7696484
4064;0.8108178;0.704671
4072;0.7447441;0.7964962
4080;0.7907349;0.7360035
4088;0.7606242;0.7575316
4096;0.8282318;0.6741654
4104;0.8159074;0.674776
4112;0.8407596;0.6715641
4120;0.7981611;0.7022238
4128;0.7761998;0.729701
4136;0.804772;0.6736014
4144;0.7875354;0.6994708
4152;0.8158661;0.646942
4160;0.8059944;0.6452202
4168;0.8257103;0.6476331
4176;0.7928027;0.6700757
4184;0.7601695;0.7187443
4192;0.7715337;0.6926668
4200;0.7455492;0.742152
4208;0.7775054;0.6654983
4216;0.795172;0.6421906
4224;0.7815423;0.6386515
4232;0.7358323;0.7746788
4240;0.7260954;0.7575173
4248;0.8079342;0.6187393
4256;0.7971326;0.6156814
4264;0.7830981;0.6112684
4272;0.7123661;0.7846459
4280;0.7056279;0.7651621
4288;0.7150116;0.8099675
4296;0.8170044;0.6207011
4304;0.7979136;0.5898455
4312;0.784245;0.584024
4320;0.8095956;0.5932493
4328;0.6893574;0.7887546
4336;0.6861327;0.77021
4344;0.7996908;0.5647464
4352;0.6832072;0.813751
4360;0.6667228;0.7892033
4368;0.6678473;0.7717173
4376;0.785914;0.5562434
4384;0.7598277;0.5724853
4392;0.6614061;0.812101
4400;0.6499855;0.7879866
4408;0.6507116;0.7714813
4416;0.7628307;0.5431703
4424;0.7372338;0.5580423
4432;0.6451606;0.8097627
4440;0.6327693;0.7866293
4448;0.6336216;0.7701285
4456;0.7349457;0.5278693
4464;0.7110619;0.5407451
4472;0.6302531;0.8070942
4480;0.6158396;0.7851778
4488;0.6173068;0.7682467
4496;0.7039148;0.5122823
4504;0.6880603;0.5401387
4512;0.613242;0.805133
4520;0.5992373;0.7833788
4528;0.600979;0.7657212
4536;0.5970109;0.8030816
4544;0.5822489;0.782009
4552;0.5827137;0.763815
4560;0.5630755;0.7809593
4568;0.5628624;0.76311
4576;0.5412222;0.7637178
4584;0.5812219;0.8018839
4592;0.5899923;0.8242112
4600;0.6047512;0.8261053
4608;0.6204484;0.8284552
4616;0.6364286;0.8311271
4624;0.6064777;0.8436182
4632;0.6542891;0.8336617
4640;0.5930063;0.8416878
4648;0.6221038;0.8472661
4656;0.6219138;0.8624704
4664;0.670427;0.8342338
4672;0.6395723;0.8503067
4680;0.5905346;0.8564294
4688;0.5797229;0.8398555
4696;0.6958717;0.8344255
4704;0.6552902;0.853127
4712;0.680512;0.8576063
4720;0.6364299;0.8724954
4728;0.6582996;0.8820548
4736;0.6145886;0.8827095
4744;0.632257;0.8951036
4752;0.6127056;0.9139506
4760;0.6003122;0.8681957
4768;0.6015952;0.9028069
4776;0.5761169;0.9345075
4784;0.5880966;0.8897063
4792;0.5753917;0.8722745
4800;0.5692309;0.9195209
4808;0.5459578;0.9556026
4816;0.5626251;0.9064031
4824;0.5396853;0.936629
4832;0.5;0.9755402
4840;0.5663716;0.8571212
4848;0.554644;0.890597
4856;0.5359353;0.9208208
4864;0.5;0.956404
4872;0.4463918;0.9745519
4880;0.4458297;0.9942115
4888;0.5461094;0.875716
4896;0.5324982;0.9064018
4904;0.5;0.9369977
4912;0.4533674;0.9554604
4920;0.3948166;0.9721783
4928;0.3754083;0.9942115
4936;0.5284535;0.8913801
4944;0.5;0.9207703
4952;0.4596831;0.9365112
4960;0.4105493;0.9524493
4968;0.3290809;0.9608067
4976;0.2918957;0.9837198
4984;0.5;0.9061606
4992;0.4640012;0.9208032
5000;0.4229468;0.934161
5008;0.3544656;0.9424801
5016;0.2735304;0.9366571
5024;0.2258757;0.951039
5032;0.3053191;0.9233407
5040;0.2417892;0.9116752
5048;0.1963077;0.913896
5056;0.3732041;0.926272
5064;0.4308711;0.9194932
5072;0.2187378;0.8845483
5080;0.1733065;0.8685241
5088;0.266431;0.8956165
5096;0.3300536;0.9113497
5104;0.3842047;0.9139203
5112;0.2960488;0.8874772
5120;0.3462958;0.9043957
5128;0.2398216;0.8582974
5136;0.2057316;0.8562207
5144;0.3951784;0.9027698
5152;0.3615759;0.8950773
5160;0.3169619;0.8843508
5168;0.269857;0.8570681
5176;0.2262134;0.8317316
5184;0.4374361;0.9063732
5192;0.4674404;0.9063839
5200;0.3369485;0.8820372
5208;0.2938201;0.8566889
5216;0.3818271;0.8826777
5224;0.4100835;0.889664
5232;0.4453782;0.890574
5240;0.4715005;0.8913675
5248;0.2524395;0.8309496
5256;0.5;0.8913016
5264;0.5240747;0.8767414
5272;0.5402559;0.8567868
5280;0.4238451;0.8722517
5288;0.4538849;0.8756996
5296;0.4759275;0.8767326
5304;0.5;0.8767277
5312;0.5204486;0.8572323
5320;0.3984072;0.8681751
5328;0.3768169;0.8624586
5336;0.4094675;0.856418
5344;0.4336321;0.8571102
5352;0.4597477;0.8567799
5360;0.4795551;0.8572286
5368;0.5;0.8573274
5376;0.3603666;0.8724835
5384;0.3176571;0.8575977
5392;0.3431436;0.8531212
5400;0.2775522;0.8302684
5408;0.3027057;0.83442
5416;0.4634008;0.8382246
5424;0.4822915;0.8380497
5432;0.4462848;0.8384178
5440;0.2368351;0.8075749
5448;0.2551969;0.7964929
5456;0.2134808;0.8067003
5464;0.1954635;0.8268871
5472;0.174041;0.8422639
5480;0.4407318;0.822162
5488;0.4345019;0.8389598
5496;0.420275;0.8398555
5504;0.4595766;0.8222587
5512;0.4239526;0.8229492
5520;0.4069915;0.8416878
5528;0.4100036;0.8242112
5536;0.3935199;0.8436182
5544;0.3952447;0.8261053
5552;0.437224;0.801393
5560;0.457379;0.8012737
5568;0.4187725;0.8018839
5576;0.4807228;0.8220985
5584;0.4798393;0.801471
5592;0.5;0.8014938
5600;0.5;0.8223681
5608;0.4802213;0.78012
5616;0.457583;0.7806076
5624;0.436918;0.7809593
5632;0.5;0.8380393
5640;0.5177063;0.8380497
5648;0.519273;0.8220985
5656;0.5365971;0.8382246
5664;0.5404193;0.8222587
5672;0.5537131;0.8384178
5680;0.559264;0.822162
5688;0.565496;0.8389598
5696;0.5760432;0.8229492
5704;0.5626819;0.8014232
5712;0.520155;0.801471
5720;0.5426154;0.8012737
5728;0.5424105;0.7806076
5736;0.5197722;0.78012
5744;0.5195677;0.7637335
5752;0.5;0.7798897
5760;0.5;0.7635391
5768;0.5188499;0.7484998
5776;0.4804258;0.7637335
5784;0.4587713;0.7637178
5792;0.4371311;0.76311
5800;0.4811437;0.7484998
5808;0.4172798;0.763815
5816;0.5;0.7483782
5824;0.5178846;0.7351693
5832;0.4821089;0.7351693
5840;0.4177445;0.782009
5848;0.3990144;0.7657212
5856;0.5;0.7347789
5864;0.5166477;0.7252236
5872;0.4833458;0.7252236
5880;0.5;0.724849
5888;0.514936;0.7148246
5896;0.4850575;0.7148246
5904;0.5;0.7145001
5912;0.5130197;0.7039266
5920;0.4869738;0.7039266
5928;0.5;0.7036879
5936;0.5113267;0.6938652
5944;0.4886668;0.6938652
5952;0.5;0.693665
5960;0.5098122;0.6837937
5968;0.4901812;0.6837937
5976;0.5;0.6836193
5984;0.5086883;0.6738909
5992;0.4913052;0.6738909
6000;0.5;0.6739438
6008;0.5078446;0.6626425
6016;0.4921489;0.6626425
6024;0.5;0.6626596
6032;0.5;0.6513641
6040;0.5075328;0.651397
6048;0.4924606;0.651397
6056;0.5;0.6403617
6064;0.5081406;0.6400785
6072;0.5153393;0.6501658
6080;0.4918529;0.6400785
6088;0.4846542;0.6501658
6096;0.5162644;0.6384812
6104;0.5237418;0.6481094
6112;0.5242853;0.6358916
6120;0.5;0.6304003
6128;0.4837291;0.6384812
6136;0.4762515;0.6481094
6144;0.4757082;0.6358916
6152;0.5168707;0.6261104
6160;0.5260228;0.6216773
6168;0.5088627;0.6289703
6176;0.4911307;0.6289703
6184;0.4831228;0.6261104
6192;0.4739708;0.6216773
6200;0.5;0.6202474
6208;0.5091487;0.6181023
6216;0.5172998;0.6138124
6224;0.4908448;0.6181023
6232;0.4826938;0.6138124
6240;0.5;0.6092363
6248;0.5261657;0.6085213
6256;0.5357468;0.6156714
6264;0.5087197;0.6069483
6272;0.4912738;0.6069483
6280;0.4738277;0.6085213
6288;0.4642467;0.6156714
6296;0.5172998;0.6022294
6304;0.5349317;0.5991048
6312;0.5466233;0.5976491
6320;0.5;0.5976534
6328;0.4826938;0.6022294
6336;0.4650619;0.5991048
6344;0.4533702;0.5976491
6352;0.5259055;0.5959516
6360;0.5441466;0.5875289
6368;0.5563903;0.5857344
6376;0.4911307;0.5956513
6384;0.474088;0.5959516
6392;0.4558469;0.5875289
6400;0.4436033;0.5857344
6408;0.5337719;0.5872673
6416;0.5532414;0.5772116
6424;0.56763;0.5774474
6432;0.4825507;0.5909324
6440;0.4662216;0.5872673
6448;0.4467521;0.5772116
6456;0.4323635;0.5774474
6464;0.5415382;0.5763836
6472;0.5632027;0.5674804
6480;0.5794604;0.5707365
6488;0.4749131;0.5845402
6496;0.4584553;0.5763836
6504;0.4367907;0.5674804
6512;0.4205331;0.5707365
6520;0.5500024;0.5677406
6528;0.4677231;0.5771171
6536;0.4499911;0.5677406
6544;0.4604243;0.5681525
6552;0.425937;0.5603933
6560;0.4409378;0.5589003
6568;0.4531327;0.5590777
6576;0.4139108;0.5534663
6584;0.4079992;0.5648248
6592;0.4015555;0.5479151
6600;0.3943726;0.5603075
6608;0.3884911;0.5420221
6616;0.3802915;0.5554955
6624;0.3737864;0.5361977
6632;0.3650919;0.5511683
6640;0.3573328;0.530941
6648;0.3488643;0.5469842
6656;0.3404345;0.5241814
6664;0.3310808;0.5435393
6672;0.3213955;0.5179065
6680;0.3119332;0.5401387
6688;0.2960787;0.5122823
6696;0.2889316;0.5407451
6704;0.2650477;0.5278693
6712;0.2627597;0.5580423
6720;0.2371627;0.5431703
6728;0.2401657;0.5724853
6736;0.2135035;0.5562434
6744;0.2156384;0.584024
6752;0.3678647;0.5181454
6760;0.3522778;0.5101373
6768;0.3365477;0.4998414
6776;0.3227482;0.4862964
6784;0.3831657;0.5250093
6792;0.3966077;0.5314443
6800;0.4093663;0.5372573
6808;0.4213653;0.5437424
6816;0.431617;0.5511826
6824;0.4456481;0.5517761
6832;0.3474157;0.4660934
6840;0.3574258;0.4809653
6848;0.3700097;0.4926913
6856;0.3124938;0.4661033
6864;0.3763018;0.4655213
6872;0.3842912;0.5028143
6880;0.2874988;0.4831104
6888;0.3868837;0.4776764
6896;0.3968937;0.5104234
6904;0.2597567;0.4988404
6912;0.3985983;0.4895239
6920;0.4084768;0.5188603
6928;0.4099983;0.4998371
6936;0.4191316;0.5272172
6944;0.4192948;0.5093251
6952;0.4284496;0.5351295
6960;0.4279248;0.5184314
6968;0.437194;0.5431432
6976;0.4353007;0.5269226
6984;0.4102314;0.4791149
6992;0.4205102;0.4904634
7000;0.4271875;0.4996512
7008;0.4332074;0.5118691
7016;0.4394677;0.522311
7024;0.4423048;0.5360017
7032;0.4496365;0.5450693
7040;0.3991817;0.4660934
7048;0.4553136;0.5514658
7056;0.3901728;0.4533663
7064;0.4618387;0.5587216
7072;0.3667207;0.4517933
7080;0.4689829;0.5671901
7088;0.3392648;0.4486473
7096;0.4760686;0.5744645
7104;0.3063475;0.4435036
7112;0.4826938;0.5799214
7120;0.281191;0.4600687
7128;0.4911307;0.5843543
7136;0.5;0.5863563
7144;0.5088627;0.5956513
7152;0.5174427;0.5909324
7160;0.5088627;0.5843543
7168;0.5;0.5752023
7176;0.4914168;0.5733433
7184;0.5250803;0.5845402
7192;0.5172998;0.5799214
7200;0.5085768;0.5733433
7208;0.5322704;0.5771171
7216;0.5239249;0.5744645
7224;0.5395691;0.5681525
7232;0.4831228;0.5690534
7240;0.5;0.5634764
7248;0.5168707;0.5690534
7256;0.5310106;0.5671901
7264;0.4765033;0.5643329
7272;0.4915597;0.5620463
7280;0.5084337;0.5620463
7288;0.5234902;0.5643329
7296;0.4696264;0.5578951
7304;0.4831228;0.5581854
7312;0.5;0.5507493
7320;0.5168707;0.5581854
7328;0.4765505;0.553555
7336;0.4627253;0.5510783
7344;0.4915597;0.5497484
7352;0.5084337;0.5497484
7360;0.4701198;0.5485914
7368;0.4578432;0.5461119
7376;0.4632186;0.5431703
7384;0.4525523;0.5405778
7392;0.4546142;0.5352853
7400;0.4457654;0.5317446
7408;0.4710035;0.5394037
7416;0.4636618;0.5350766
7424;0.447899;0.527037
7432;0.4555938;0.5277449
7440;0.4773899;0.5425855
7448;0.4838377;0.5467453
7456;0.4647357;0.5252367
7464;0.4715683;0.5288846
7472;0.4573999;0.5191664
7480;0.4783165;0.5321837
7488;0.4911307;0.5378793
7496;0.4838377;0.5354483
7504;0.5;0.5380223
7512;0.4661358;0.5147605
7520;0.4724649;0.51859
7528;0.4587212;0.5096682
7536;0.4791673;0.5219306
7544;0.4685753;0.5047905
7552;0.4739936;0.5087016
7560;0.5;0.5267254
7568;0.5088627;0.5378793
7576;0.490849;0.526498
7584;0.4846429;0.5249765
7592;0.5161557;0.5467453
7600;0.523443;0.553555
7608;0.5303671;0.5578951
7616;0.5381548;0.5587216
