Row	Offset	_MainTex_ST	_Color	_FresnelColor	_OverlayColor	_SparkleUV	_SSSSkinTexture_TexelSize	_Cutoff	_ShadowIntensity	_AOIntensity	_NonMetalSpecular	_FresnelIntensity	_Fresnelpower	_LerpValue	_LeftEyeInfo	_RightEyeInfo	_DOFBlurFlag	_MakeupColor1	_MakeupColor2	_MakeupColor3	_MakeupColor4	_MakeupColor5	_MakeupColor6	_DecorateUV	_Decorate2UV	_MorphPartColor	_MorphPartShinningColor	_MorphPartSpreadColor	_MorphPartParam	_MorphPartTexUV	_EyebrowColor	_EyeshadowColor	_EyelinerColor	_LipColor	_BlusherColor	_DecorateColor	_Decorate2Color	_MakeupMultiplyColor	_MakeupRoughness5	_EyebrowDensity	_EyeshadowDensity	_EyelinerDensity	_BlusherDensity	_LipDensity	_LipRoughness	_LipSpecular	_DecorateDensity	_Decorate2Density	_MorphPartId	_MorphPartRange	_MorphPartShinningAlpha	_MorphPartWaveLength	_MorphPartBreathAlpha	_EyeSparkleColor	_LipSparkleColor	_EyeSparkleParams	_LipSparkleParams	_EyeSparkleSize	_LipSparkleSize	_EyeSparkle	_LipSparkle	_EyelidColor	
 0	0x1D080	 0.000  0.000  0.000  0.000 	 1.000  1.000  1.000  1.000 	 0.000  0.000  0.000  0.000 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	-0 -0  1  0 	 0  0  1  1 	 1  0  0  1 	 1  1  1  1 	 1  0  0  1 	 0  0  99  0 	 1  1  0  0 	 0  0  0 	 0  0  0 	 0  0  0 	 0  0  0 	 1  0  0 	 1  1  1 	 1  1  1 	 1  1  1 	 0 	 1 	 1 	 1 	 1 	 1 	 1 	 0 	 0 	 1 	 250 	 1 	 0 	 0 	 0 	 1  1  1  1 	 1  1  1  1 	 1  1  0  0 	 1  1  0  0 	 400  400  0  0 	 400  400  0  0 	 0 	 0 	 0  0  0 	
