Row	Offset	_SHMaps[0]	_SHMaps[1]	_SHMaps[2]	_SHMaps[3]	_SHMaps[4]	_SHMaps[5]	_SHMaps[6]	_CubeSHs[0]	_CubeSHs[1]	_CubeSHs[2]	_CubeSHs[3]	_CubeSHs[4]	_CubeSHs[5]	_CubeSHs[6]	_VegColor	_VegetationInShadowLighting	_VegetationIndirectSpecIntensity	_IsNightMode	_RampColorID0	_RampColorID1	_RampColorBlend	
 0	0x0	-0.006 -0.061  0.087  0.343 	-0.050 -0.056  0.076  0.344 	-0.062 -0.066  0.124  0.453 	-0.004  0.004  0.016  0.039 	 2e-04  0.005  0.012  0.018 	-0.003  0.001  0.007  0.003 	 0.050  0.050  0.067  1.000 	 0.000  0.000  0.000  0.000 	 0.000  0.000  0.000  0.000 	 0.000  0.000  0.000  0.000 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0 	 0 	 0 	 0 	 0 	 0 	
