Offset;Input Attributes: Layout 6 (Per vertex).TEXCOORD2[0];Input Attributes: Layout 6 (Per vertex).TEXCOORD2[1]
3264;0.02392951;0.9785529
3272;0.02378809;0.978408
3280;0.02486027;0.9786835
3288;0.02360953;0.9779501
3296;0.02367817;0.9783407
3304;0.0234668;0.9775872
3312;0.02353544;0.9780164
3320;0.02388691;0.9791476
3328;0.02377789;0.9789401
3336;0.02369725;0.9787501
3344;0.02359933;0.9783442
3352;0.02405972;0.9793719
3360;0.02424555;0.9794518
3368;0.02445308;0.9795566
3376;0.02477548;0.9796596
3384;0.02513846;0.9797413
3392;0.02555585;0.9799079
3400;0.02501229;0.9808215
3408;0.0246596;0.9806333
3416;0.02455947;0.9815795
3424;0.02433195;0.9803667
3432;0.02424595;0.9811652
3440;0.02400521;0.9817028
3448;0.02412321;0.9801627
3456;0.02404539;0.9808694
3464;0.02383109;0.981349
3472;0.02363173;0.9819944
3480;0.02393799;0.9799943
3488;0.02385148;0.9805932
3496;0.0237352;0.9797524
3504;0.02368412;0.9810172
3512;0.02362871;0.9803892
3520;0.02354271;0.9806888
3528;0.02371652;0.9793154
3536;0.0234459;0.9802808
3544;0.02324322;0.9804156
3552;0.02330075;0.9808687
3560;0.02341492;0.9813111
3568;0.02359933;0.9796796
3576;0.02366878;0.9791309
3584;0.02343238;0.9799273
3592;0.02357632;0.9795166
3600;0.02351929;0.9816668
3608;0.02302933;0.9809663
3616;0.02342723;0.9798173
3624;0.02322273;0.980028
3632;0.02322485;0.9823149
3640;0.02311624;0.9814349
3648;0.02322232;0.9801102
3656;0.0230161;0.9801941
3664;0.02294504;0.9805267
3672;0.02276053;0.9825422
3680;0.02316358;0.981856
3688;0.02271369;0.9809923
3696;0.02276779;0.9820215
3704;0.0227797;0.9815292
3712;0.02282735;0.9801984
3720;0.02301954;0.9801068
3728;0.02259821;0.9804164
3736;0.02234142;0.9821072
3744;0.02238866;0.9815372
3752;0.02236525;0.9809747
3760;0.0223064;0.9804833
3768;0.0222958;0.9826477
3776;0.02224462;0.9831972
3784;0.02216629;0.9838072
3792;0.02236484;0.9848919
3800;0.02182986;0.9845874
3808;0.0218878;0.9857322
3816;0.02141308;0.9852412
3824;0.02082349;0.9864724
3832;0.02045002;0.9858435
3840;0.0194767;0.9867095
3848;0.02088537;0.9845585
3856;0.02137361;0.9838715
3864;0.02161688;0.9831161
3872;0.02171297;0.9826133
3880;0.0192931;0.9861054
3888;0.01834098;0.9867095
3896;0.02080058;0.9835817
3904;0.01995803;0.9850314
3912;0.01828476;0.9861798
3920;0.01746917;0.9867095
3928;0.02180251;0.9820837
3936;0.02109361;0.9829384
3944;0.02032818;0.9841073
3952;0.01897912;0.9852961
3960;0.01957548;0.9844854
3968;0.01990055;0.983765
3976;0.0218988;0.9815249
3984;0.02122695;0.9824276
3992;0.02031668;0.9833183
4000;0.02194261;0.9809377
4008;0.02058154;0.982764
4016;0.02193242;0.9804608
4024;0.02141308;0.9814249
4032;0.02131224;0.9819582
4040;0.0215329;0.9809055
4048;0.02069237;0.982246
4056;0.02108049;0.9812469
4064;0.02160567;0.9804103
4072;0.02068046;0.9816016
4080;0.02123977;0.9807972
4088;0.02078433;0.9810115
4096;0.02191152;0.9799871
4104;0.02164958;0.9799788
4112;0.02220172;0.9799737
4120;0.02135181;0.9803531
4128;0.02098247;0.9806577
4136;0.02141954;0.9799484
4144;0.02112692;0.9802727
4152;0.02167684;0.9796251
4160;0.02146133;0.9795904
4168;0.02189709;0.9796462
4176;0.02120817;0.9798986
4184;0.02077837;0.980518
4192;0.02092322;0.9801862
4200;0.02059224;0.9808162
4208;0.02099913;0.9798406
4216;0.02125087;0.9795439
4224;0.02105061;0.9794989
4232;0.02046879;0.9812299
4240;0.02034524;0.9810114
4248;0.02150564;0.979254
4256;0.02128751;0.9792066
4264;0.02107029;0.9791503
4272;0.02017021;0.9813566
4280;0.02008456;0.9811089
4288;0.02026313;0.9817096
4296;0.02170752;0.9792891
4304;0.02131729;0.9788778
4312;0.02108644;0.9788036
4320;0.02155369;0.9789292
4328;0.01987875;0.9814086
4336;0.0198366;0.981173
4344;0.02137059;0.9785583
4352;0.01991544;0.9817215
4360;0.01961772;0.9814092
4368;0.01960364;0.9811922
4376;0.0211359;0.9784502
4384;0.02077413;0.978657
4392;0.0196211;0.981696
4400;0.01938465;0.9813976
4408;0.01938546;0.9811896
4416;0.02081249;0.9782839
4424;0.02048656;0.9784729
4432;0.01936769;0.981667
4440;0.01915713;0.981382
4448;0.01916828;0.981172
4456;0.02045728;0.9780889
4464;0.02015356;0.9782529
4472;0.01913376;0.9816362
4480;0.01894203;0.9813635
4488;0.01896035;0.981148
4496;0.02006276;0.9778907
4504;0.01986093;0.978245
4512;0.01891614;0.9816107
4520;0.01873086;0.9813409
4528;0.01875256;0.9811157
4536;0.01870739;0.9815837
4544;0.01851399;0.981323
4552;0.0185203;0.981092
4560;0.01827028;0.9813098
4568;0.01826775;0.9810826
4576;0.01799209;0.9810904
4584;0.01850541;0.9815679
4592;0.01868524;0.9818621
4600;0.01888495;0.9818879
4608;0.01909889;0.9819207
4616;0.01934291;0.9819678
4624;0.01906472;0.9822359
4632;0.01959163;0.9820284
4640;0.01886496;0.9822148
4648;0.01929774;0.9822872
4656;0.01928881;0.9826152
4664;0.01987537;0.9820889
4672;0.01953924;0.9823607
4680;0.01882741;0.9825492
4688;0.01866692;0.9821932
4696;0.02026424;0.9821719
4704;0.01977352;0.9824421
4712;0.02018293;0.9826185
4720;0.01957381;0.9828315
4728;0.01995334;0.9831027
4736;0.01926705;0.983155
4744;0.01958951;0.983505
4752;0.01928709;0.9840935
4760;0.0190089;0.9828484
4768;0.01905538;0.9838033
4776;0.01872011;0.9847275
4784;0.01881777;0.9833958
4792;0.01861402;0.9830018
4800;0.01854503;0.984331
4808;0.01817827;0.9853837
4816;0.01841048;0.9840161
4824;0.01809777;0.9848049
4832;0.01746917;0.9861634
4840;0.01844404;0.9826123
4848;0.01827618;0.9835703
4856;0.01801348;0.9844093
4864;0.01746917;0.9854039
4872;0.01665358;0.9861798
4880;0.01659735;0.9867095
4888;0.01816379;0.9831343
4896;0.01794823;0.9840997
4904;0.01746917;0.9848331
4912;0.01676007;0.9853837
4920;0.01564524;0.9861054
4928;0.01546163;0.9867095
4936;0.01788221;0.9836358
4944;0.01746917;0.9844369
4952;0.01684056;0.9848049
4960;0.01595921;0.9852961
4968;0.01448832;0.9858435
4976;0.01411484;0.9864724
4984;0.01746917;0.984149
4992;0.01692485;0.9844093
5000;0.01621822;0.9847275
5008;0.0149803;0.9850314
5016;0.01352525;0.9852412
5024;0.01305053;0.9857322
5032;0.01405296;0.9845585
5040;0.01310847;0.9845874
5048;0.01257349;0.9848919
5056;0.01536286;0.9844854
5064;0.0163933;0.984331
5072;0.01277204;0.9838072
5080;0.01225483;0.983827
5088;0.01356472;0.9838715
5096;0.01461015;0.9841073
5104;0.01565124;0.9840935
5112;0.01413775;0.9835817
5120;0.01503778;0.983765
5128;0.01332146;0.9831161
5136;0.01269371;0.9831972
5144;0.01588295;0.9838033
5152;0.01534883;0.983505
5160;0.01462166;0.9833183
5168;0.01384472;0.9829384
5176;0.01322536;0.9826133
5184;0.01652785;0.9840161
5192;0.01699011;0.9840997
5200;0.01498499;0.9831027
5208;0.01435679;0.982764
5216;0.01567128;0.983155
5224;0.01612056;0.9833958
5232;0.01666215;0.9835703
5240;0.01705612;0.9836358
5248;0.01371139;0.9824276
5256;0.01746917;0.9836617
5264;0.0178268;0.983189
5272;0.01806279;0.9826856
5280;0.01632431;0.9830018
5288;0.01677455;0.9831343
5296;0.01711154;0.983189
5304;0.01746917;0.9832162
5312;0.0177736;0.9827133
5320;0.01592943;0.9828484
5328;0.01564953;0.9826152
5336;0.01611092;0.9825492
5344;0.01649429;0.9826123
5352;0.01687554;0.9826856
5360;0.01716473;0.9827133
5368;0.01746917;0.9827241
5376;0.01536452;0.9828315
5384;0.0147554;0.9826185
5392;0.01516481;0.9824421
5400;0.01424596;0.982246
5408;0.0146741;0.9821719
5416;0.01691975;0.9821712
5424;0.0172039;0.9821697
5432;0.0166612;0.9821768
5440;0.01362609;0.9819582
5448;0.01425787;0.9816016
5456;0.01313583;0.9820837
5464;0.01264253;0.9826477
5472;0.01220971;0.9831145
5480;0.01666972;0.9818331
5488;0.0164844;0.9821841
5496;0.01627142;0.9821932
5504;0.01692409;0.9818349
5512;0.01644392;0.9818444
5520;0.01607337;0.9822148
5528;0.0162531;0.9818621
5536;0.01587361;0.9822359
5544;0.01605339;0.9818879
5552;0.01666806;0.981562
5560;0.01692409;0.9815592
5568;0.01643292;0.9815679
5576;0.0172099;0.9818327
5584;0.01721202;0.981562
5592;0.01746917;0.981562
5600;0.01746917;0.9818361
5608;0.01721884;0.9812992
5616;0.01693096;0.9813055
5624;0.01666806;0.9813098
5632;0.01746917;0.982169
5640;0.01773444;0.9821697
5648;0.01772843;0.9818327
5656;0.01801858;0.9821712
5664;0.01801424;0.9818349
5672;0.01827714;0.9821768
5680;0.01826861;0.9818331
5688;0.01845393;0.9821841
5696;0.01849441;0.9818444
5704;0.01827028;0.981562
5712;0.01772631;0.981562
5720;0.01801424;0.9815592
5728;0.01800738;0.9813055
5736;0.0177195;0.9812992
5744;0.01771652;0.9810904
5752;0.01746917;0.9812961
5760;0.01746917;0.981088
5768;0.01770759;0.9808966
5776;0.01722182;0.9810904
5784;0.01694625;0.9810904
5792;0.01667058;0.9810826
5800;0.01723075;0.9808966
5808;0.01641803;0.981092
5816;0.01746917;0.9808955
5824;0.01769527;0.9807271
5832;0.01724306;0.9807271
5840;0.01642434;0.981323
5848;0.01618577;0.9811157
5856;0.01746917;0.9807218
5864;0.01767942;0.9806006
5872;0.01725891;0.9806006
5880;0.01746917;0.9805959
5888;0.01765772;0.9804684
5896;0.01728061;0.9804684
5904;0.01746917;0.9804643
5912;0.01763339;0.9803295
5920;0.01730494;0.9803295
5928;0.01746917;0.9803264
5936;0.01761169;0.9802016
5944;0.01732664;0.9802016
5952;0.01746917;0.9801989
5960;0.01759251;0.9800731
5968;0.01734582;0.9800731
5976;0.01746917;0.9800712
5984;0.01757839;0.9799471
5992;0.01735995;0.9799471
6000;0.01746917;0.9799478
6008;0.01756738;0.9798043
6016;0.01737095;0.9798043
6024;0.01746917;0.9798043
6032;0.01746917;0.9796604
6040;0.01756354;0.9796612
6048;0.01737479;0.9796612
6056;0.01746917;0.9795207
6064;0.01757127;0.9795169
6072;0.01766292;0.9796455
6080;0.01736706;0.9795169
6088;0.01727542;0.9796455
6096;0.01767468;0.9794968
6104;0.01776972;0.979619
6112;0.01777653;0.9794637
6120;0.01746917;0.9793938
6128;0.01726365;0.9794968
6136;0.01716862;0.979619
6144;0.01716181;0.9794637
6152;0.0176825;0.9793391
6160;0.01779863;0.9792826
6168;0.01758065;0.9793755
6176;0.01735768;0.9793755
6184;0.01725583;0.9793391
6192;0.0171397;0.9792826
6200;0.01746917;0.9792644
6208;0.01758403;0.9792371
6216;0.01768795;0.9791827
6224;0.01735429;0.9792371
6232;0.01725038;0.9791827
6240;0.01746917;0.9791242
6248;0.01780076;0.9791154
6256;0.01792264;0.9792061
6264;0.01757839;0.9790955
6272;0.01735995;0.9790955
6280;0.01713758;0.9791154
6288;0.0170157;0.9792061
6296;0.01768795;0.9790354
6304;0.01791244;0.9789956
6312;0.01806123;0.978977
6320;0.01746917;0.978977
6328;0.01725038;0.9790354
6336;0.01702589;0.9789956
6344;0.01687711;0.978977
6352;0.01779737;0.9789554
6360;0.01802908;0.978848
6368;0.01818518;0.9788254
6376;0.01735768;0.9789518
6384;0.01714096;0.9789554
6392;0.01690926;0.978848
6400;0.01675315;0.9788254
6408;0.01789755;0.9788449
6416;0.01814496;0.9787171
6424;0.01832821;0.9787199
6432;0.01724871;0.9788918
6440;0.01704078;0.9788449
6448;0.01679338;0.9787171
6456;0.01661012;0.9787199
6464;0.01799642;0.9787065
6472;0.01827209;0.978593
6480;0.01847856;0.9786342
6488;0.01715146;0.9788102
6496;0.01694191;0.9787065
6504;0.01666624;0.978593
6512;0.01645977;0.9786342
6520;0.01810418;0.9785963
6528;0.01705991;0.9787154
6536;0.01683415;0.9785963
6544;0.01696719;0.9786018
6552;0.01652826;0.978503
6560;0.01671913;0.9784837
6568;0.01687418;0.9784859
6576;0.01637549;0.9784148
6584;0.01630008;0.9785595
6592;0.01621782;0.978344
6600;0.01612657;0.9785018
6608;0.01605167;0.9782691
6616;0.0159473;0.9784408
6624;0.01586473;0.978195
6632;0.0157539;0.9783854
6640;0.01565543;0.9781281
6648;0.01554738;0.9783322
6656;0.01543993;0.9780418
6664;0.01532112;0.9782887
6672;0.01519797;0.977962
6680;0.0150774;0.978245
6688;0.01487557;0.9778907
6696;0.01478478;0.9782529
6704;0.01448105;0.9780889
6712;0.01445178;0.9784729
6720;0.01412584;0.9782839
6728;0.0141642;0.978657
6736;0.01380243;0.9784502
6744;0.01385189;0.9788036
6752;0.01578933;0.9779654
6760;0.01559118;0.9778632
6768;0.01539097;0.9777322
6776;0.01521493;0.9775599
6784;0.01598399;0.9780526
6792;0.01615524;0.9781342
6800;0.01631704;0.9782083
6808;0.01647042;0.9782909
6816;0.01660028;0.9783854
6824;0.01677919;0.978393
6832;0.0155289;0.9773029
6840;0.01565629;0.9774923
6848;0.01581648;0.9776412
6856;0.01508467;0.9773029
6864;0.01589663;0.9772954
6872;0.01599797;0.9777701
6880;0.01476645;0.9775194
6888;0.01603128;0.9774503
6896;0.01615892;0.977867
6904;0.01441342;0.9777195
6912;0.01618032;0.9776008
6920;0.01630594;0.9779743
6928;0.01632557;0.9777322
6936;0.01644145;0.9780805
6944;0.01644392;0.9778531
6952;0.0165603;0.9781814
6960;0.01655723;0.9779686
6968;0.01667154;0.978283
6976;0.01664762;0.9780769
6984;0.0163285;0.9774686
6992;0.01645932;0.9776129
7000;0.01657388;0.9777299
7008;0.01663107;0.9778852
7016;0.01670092;0.9780183
7024;0.01673675;0.9781924
7032;0.01682951;0.9783077
7040;0.01618789;0.9773029
7048;0.01690239;0.9783894
7056;0.01607297;0.9771407
7064;0.01698491;0.9784819
7072;0.01577479;0.9771208
7080;0.0170761;0.9785894
7088;0.01542554;0.9770806
7096;0.0171664;0.9786819
7104;0.01500629;0.9770155
7112;0.01725038;0.9787511
7120;0.01468641;0.977226
7128;0.01735768;0.9788079
7136;0.01746917;0.9788334
7144;0.01758065;0.9789518
7152;0.01768962;0.9788918
7160;0.01758065;0.9788079
7168;0.01746917;0.9786911
7176;0.01736157;0.9786677
7184;0.01778688;0.9788102
7192;0.01768795;0.9787511
7200;0.01757677;0.9786677
7208;0.01787843;0.9787154
7216;0.01777194;0.9786819
7224;0.01797114;0.9786018
7232;0.01725583;0.9786134
7240;0.01746917;0.978542
7248;0.0176825;0.9786134
7256;0.01786222;0.9785894
7264;0.0171716;0.9785529
7272;0.01736328;0.9785239
7280;0.01757505;0.9785239
7288;0.01776674;0.9785529
7296;0.01708413;0.978471
7304;0.01725583;0.9784747
7312;0.01746917;0.9783801
7320;0.0176825;0.9784747
7328;0.0171724;0.9784157
7336;0.01699641;0.9783843
7344;0.01736328;0.9783674
7352;0.01757505;0.9783674
7360;0.01709059;0.9783525
7368;0.01693424;0.9783214
7376;0.01700293;0.9782839
7384;0.01686691;0.9782507
7392;0.01689336;0.9781835
7400;0.01678056;0.9781384
7408;0.01710165;0.9782358
7416;0.01700843;0.9781806
7424;0.01680781;0.9780785
7432;0.01690577;0.9780873
7440;0.01718305;0.9782764
7448;0.01726492;0.9783291
7456;0.01702201;0.9780555
7464;0.01710891;0.9781018
7472;0.01692884;0.9779782
7480;0.01719451;0.9781438
7488;0.01735768;0.9782163
7496;0.01726492;0.9781855
7504;0.01746917;0.9782182
