Row	Offset	_Time	_SinTime	_CosTime	_TimeParameters	unity_DeltaTime	_WorldSpaceRelativeCameraPos	_EyeAdaptionExposure	_WorldSpaceCameraPos	_EyeAdaptionInverseExposure	_WorldSpaceCameraDir	_ProjectionParams	_ScreenParams	_ZBufferParams	unity_OrthoParams	_PrevCameraPos	_ReflectNormalBias	_PrevTime	_SRPTime	_PaperUnscaledTime	_FrameCount8	
 0	0x1CB00	-0.083  0.870 -0.485  1.000 	 0.000 -3.727  4.164  50.06 	 0.004  0.014  2e-05 -1.000 	 0  0  0  0 	 0  0  0  0 	 0  1  1 	 0 	-0  1  1 	-1 	 0  1  0 	-1  0  5000  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0 	 0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	780874057 	
