Row	Offset	hlslcc_mtx4x4_PrevViewProjMatrix[0]	hlslcc_mtx4x4_PrevViewProjMatrix[1]	hlslcc_mtx4x4_PrevViewProjMatrix[2]	hlslcc_mtx4x4_PrevViewProjMatrix[3]	hlslcc_mtx4x4_ViewProjMatrix[0]	hlslcc_mtx4x4_ViewProjMatrix[1]	hlslcc_mtx4x4_ViewProjMatrix[2]	hlslcc_mtx4x4_ViewProjMatrix[3]	hlslcc_mtx4x4_NonJitteredViewProjMatrix[0]	hlslcc_mtx4x4_NonJitteredViewProjMatrix[1]	hlslcc_mtx4x4_NonJitteredViewProjMatrix[2]	hlslcc_mtx4x4_NonJitteredViewProjMatrix[3]	hlslcc_mtx4x4_ViewMatrix[0]	hlslcc_mtx4x4_ViewMatrix[1]	hlslcc_mtx4x4_ViewMatrix[2]	hlslcc_mtx4x4_ViewMatrix[3]	hlslcc_mtx4x4_ProjMatrix[0]	hlslcc_mtx4x4_ProjMatrix[1]	hlslcc_mtx4x4_ProjMatrix[2]	hlslcc_mtx4x4_ProjMatrix[3]	hlslcc_mtx4x4_InvViewProjMatrix[0]	hlslcc_mtx4x4_InvViewProjMatrix[1]	hlslcc_mtx4x4_InvViewProjMatrix[2]	hlslcc_mtx4x4_InvViewProjMatrix[3]	hlslcc_mtx4x4_InvViewMatrix[0]	hlslcc_mtx4x4_InvViewMatrix[1]	hlslcc_mtx4x4_InvViewMatrix[2]	hlslcc_mtx4x4_InvViewMatrix[3]	hlslcc_mtx4x4_InvProjMatrix[0]	hlslcc_mtx4x4_InvProjMatrix[1]	hlslcc_mtx4x4_InvProjMatrix[2]	hlslcc_mtx4x4_InvProjMatrix[3]	_InvProjParam	_ScreenSize	_HDRSize	_FrustumPlanes[0]	_FrustumPlanes[1]	_FrustumPlanes[2]	_FrustumPlanes[3]	_FrustumPlanes[4]	_FrustumPlanes[5]	
 0	0x1CD80	 0.500  0.500  0.023  0.012 	 0.000  0.000  0.000  0.000 	 0.000  0.000  0.000  0.000 	 0  0  0  0 	-5  0  0  0 	 0 -4 -0  0 	 0 -0  0 -1 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 1  1 -0  0 	 3  0  0  0 	 0  3  0  0 	 0  0  3  0 	 0  0  0  1 	 0  0  0  0 	 1  0  0  0 	 1  1  0  0 	 0  0  0  0 	 0  0  0  0 	 1  10  0  0 	 1  0  0  1 	 0  0  0  0 	 1  1 -0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	-48480 -2  0  0 	 0  0  0  0 	
