Offset;Input Attributes: Layout 3 (Per vertex).POSITION0[0];Input Attributes: Layout 3 (Per vertex).POSITION0[1];Input Attributes: Layout 3 (Per vertex).POSITION0[2];Input Attributes: Layout 3 (Per vertex).NORMAL0[0];Input Attributes: Layout 3 (Per vertex).NORMAL0[1];Input Attributes: Layout 3 (Per vertex).NORMAL0[2];Input Attributes: Layout 3 (Per vertex).TANGENT0[0];Input Attributes: Layout 3 (Per vertex).TANGENT0[1];Input Attributes: Layout 3 (Per vertex).TANGENT0[2];Input Attributes: Layout 3 (Per vertex).TANGENT0[3]
45240;-0.6096027;0.0208113;0.06327385;0.172908;0.2632907;0.9490877;-0.1462966;-0.9460471;0.2890998;-1
45280;-0.5937207;0.0287139;0.05827872;0.2042611;0.08972938;0.974788;-0.2325469;-0.9628301;0.137357;-1
45320;-0.5899448;0.02672407;0.05754526;0.2375314;0.05855916;0.9696032;-0.2660795;-0.9560674;0.1229366;-1
45360;-0.6214987;0.01686828;0.06599292;-0.2779083;0.2903445;0.9156786;-0.04092536;-0.9559416;0.2906903;-1
45400;-0.6200591;0.018465;0.06585964;-0.1323712;0.4541121;0.8810562;0.02035007;-0.8874458;0.4604628;-1
45440;-0.6175768;0.01973382;0.06533809;0.05402264;0.4835725;0.873634;0.07006068;-0.8745911;0.47977;-1
45480;-0.6206176;0.01679556;0.06750917;-0.5807029;0.7857103;0.2131747;-0.562495;-0.5765209;0.5926408;-1
45520;-0.6142581;0.01998784;0.06462435;0.1919947;0.4596403;0.8671013;0.005160056;-0.8839992;0.4674551;-1
45560;-0.6186882;0.01809748;0.06687465;-0.2684388;0.8164732;0.511187;-0.3478831;-0.5770185;0.7389365;-1
45600;-0.6166441;0.01878996;0.06628557;0.02291198;0.7915184;0.6107156;-0.1645374;-0.5995603;0.7832336;-1
45640;-0.5921436;0.02331541;0.05845462;0.2772372;0.1359013;0.9511361;-0.1766721;-0.9658498;0.1894999;-1
45680;-0.5953944;0.02493426;0.05913592;0.2389153;0.1621369;0.9573995;-0.1928442;-0.9583915;0.2104277;-1
45720;-0.5966495;0.021522;0.06040116;0.2767485;0.3457104;0.8965986;-0.1396292;-0.9086717;0.3934641;-1
45760;-0.6016738;0.0216594;0.06162591;0.1670161;0.322682;0.9316505;-0.1229514;-0.9307304;0.3444045;-1
45800;-0.6045919;0.01893356;0.06297753;0.1103448;0.3033701;0.9464613;-0.1371739;-0.9385145;0.3168156;-1
45840;-0.6104757;0.01913171;0.06401347;0.2293977;0.3403587;0.9118828;-0.123412;-0.9191341;0.3741114;-1
45880;-0.614118;0.01891564;0.06559079;0.2340332;0.7139273;0.6599517;-0.02131887;-0.6748714;0.7376273;-1
45920;-0.6061671;0.01738763;0.06343935;0.168758;0.1987585;0.9654097;-0.1837055;-0.955953;0.2289242;-1
45960;-0.6177657;0.01781173;0.06808531;-0.125578;0.874937;0.4676703;-0.5229465;-0.4589716;0.7182425;-1
46000;-0.6159964;0.01808156;0.06739703;0.1001849;0.8396339;0.5338331;-0.402558;-0.4564512;0.7934731;-1
46040;-0.6193027;0.01724197;0.06887065;-0.2740272;0.8695372;0.4108701;-0.6031372;-0.4881474;0.6308231;-1
46080;-0.600664;0.01828445;0.06371193;-0.06837706;0.4313082;0.8996098;-0.1069351;-0.8996939;0.4232207;-1
46120;-0.6030723;0.01714937;0.063613;-0.1020639;0.05044597;0.993498;-0.219282;-0.9752882;0.02699413;-1
46160;-0.5991518;0.01922815;0.06311924;0.1173034;0.57906;0.806802;-0.04282104;-0.808706;0.5866524;-1
46200;-0.6002406;0.01719932;0.06405754;-0.08022963;0.06682473;0.9945339;-0.225642;-0.9730672;0.04717971;-1
46240;-0.6109662;0.01811235;0.06479739;0.3570364;0.5698813;0.7401083;0.001700185;-0.7927256;0.6095763;-1
46280;-0.6076881;0.01671304;0.0640007;0.3867321;0.3839548;0.8384612;-0.05055872;-0.8990093;0.4350013;-1
46320;-0.6040509;0.01580724;0.06337345;0.04983638;-0.2464376;0.9678765;-0.3474425;-0.9128307;-0.214532;-1
46360;-0.6019863;0.01587707;0.06345229;-0.02335994;-0.4884475;0.8722807;-0.3601739;-0.8098148;-0.4631144;-1
46400;-0.6051241;0.01553026;0.06339618;0.2361795;-0.06303272;0.9696629;-0.3078019;-0.9513599;0.01312802;-1
46440;-0.5982696;0.0176799;0.06399821;0.1810875;0.3295919;0.9265941;-0.03413259;-0.9394972;0.3408522;-1
46480;-0.59672;0.01925458;0.0623225;0.301684;0.6023239;0.7390485;-0.01735913;-0.7715664;0.6359119;-1
46520;-0.5998651;0.01627259;0.06371763;-0.01863692;-0.5210317;0.853334;-0.174885;-0.8386257;-0.5158705;-1
46560;-0.6112791;0.01730771;0.06599846;0.4219967;0.7082291;0.5659772;-0.03321534;-0.6117904;0.7903225;-1
46600;-0.6084243;0.01595877;0.06495418;0.5329454;0.6198769;0.5759529;0.1105402;-0.7258469;0.6789162;-1
46640;-0.6057806;0.01499155;0.06348664;0.509747;0.2086497;0.8346395;-0.06402424;-0.9582551;0.2786542;-1
46680;-0.6138957;0.01799819;0.06673252;0.272013;0.7833613;0.5588863;-0.2094724;-0.5186567;0.828925;-1
46720;-0.5953038;0.01874246;0.06183045;0.4486208;0.5385262;0.7132524;0.05662672;-0.8135937;0.5786698;-1
46760;-0.5963857;0.01781425;0.06317172;0.390402;0.4078431;0.8253789;0.07074331;-0.9071617;0.4147929;-1
46800;-0.5979024;0.01660006;0.06396408;0.1861355;-0.3176039;0.929775;-0.006092921;-0.9466675;-0.3221546;-1
46840;-0.5936864;0.01994175;0.05980074;0.3455194;0.3422126;0.8737874;-0.07559891;-0.9179574;0.3894054;-1
46880;-0.5952253;0.01758038;0.06246499;0.5544286;0.2754452;0.7853273;0.1376926;-0.9609956;0.2398503;-1
46920;-0.596167;0.01665421;0.06330085;0.4556577;-0.1876842;0.8701442;0.05945022;-0.9689208;-0.2401212;-1
46960;-0.5941079;0.01763459;0.06164718;0.4442558;0.3565932;0.8218747;0.0606258;-0.9272363;0.3695367;-1
47000;-0.5950935;0.01658639;0.06239661;0.584201;-0.2144989;0.7827512;0.1100485;-0.9346015;-0.3382446;-1
47040;-0.5994383;0.01587921;0.06301316;0.02951637;-0.8973106;0.440412;-0.1500639;-0.4395882;-0.885575;-1
47080;-0.5976465;0.01585107;0.06322055;0.08876287;-0.8483045;0.522016;-0.04193155;-0.5268024;-0.8489529;-1
47120;-0.5961062;0.01578856;0.0626768;0.2879877;-0.7971033;0.5307443;-0.03870213;-0.5634594;-0.8252368;-1
47160;-0.601416;0.01555175;0.06276349;0.1184342;-0.8545378;0.505706;-0.3648933;-0.5111111;-0.7782149;-1
47200;-0.6030546;0.01498592;0.06254335;0.2628434;-0.655174;0.7082799;-0.3201163;-0.7517275;-0.5765684;-1
47240;-0.6037204;0.01465978;0.06259926;0.4205722;-0.3288495;0.8455632;-0.2352782;-0.9396458;-0.248415;-1
47280;-0.6044326;0.0140419;0.06273986;0.5968746;0.1050543;0.7954271;0.0187851;-0.9929489;0.1170456;-1
47320;-0.6061918;0.01432224;0.06412051;0.6345012;0.5577306;0.5351118;0.2497965;-0.80314;0.5408954;-1
47360;-0.5991511;0.01561207;0.06208323;0.0661241;-0.9503001;0.3042325;-0.2330709;-0.3111753;-0.9213295;-1
47400;-0.6007087;0.01550651;0.06229078;0.1494255;-0.9288252;0.3390513;-0.3547927;-0.3704322;-0.85843;-1
47440;-0.601572;0.015026;0.0616827;0.3015315;-0.8286223;0.4716609;-0.3427308;-0.5558183;-0.7573649;-1
47480;-0.6004604;0.01474644;0.06022796;0.3314751;-0.7851631;0.5231092;-0.3329871;-0.6161358;-0.7137902;-1
47520;-0.597391;0.01554106;0.06198641;0.04415116;-0.9597537;0.2773513;-0.1583437;-0.2808354;-0.9466038;-1
47560;-0.602106;0.01391587;0.06099221;0.595827;-0.4372695;0.6736361;-0.1958211;-0.8925656;-0.4061781;-1
47600;-0.5970778;0.01524779;0.06051284;0.06612013;-0.9282678;0.3659877;-0.1307928;-0.3716885;-0.9190978;-1
47640;-0.5963328;0.01543801;0.06134129;0.07884169;-0.9675437;0.2400904;-0.1555208;-0.2498289;-0.9557191;-1
47680;-0.6025431;0.01361166;0.06135583;0.6702219;-0.09369095;0.7362232;-0.06340137;-0.9956013;-0.06898154;-1
47720;-0.6014036;0.01270197;0.05995267;0.5367517;0.1829428;0.8236684;0.02164806;-0.9788754;0.2033083;-1
47760;-0.6031554;0.01293887;0.06186477;0.7051255;0.199028;0.6805777;0.05340119;-0.9719797;0.2289183;-1
47800;-0.5950562;0.01578231;0.06174888;0.32982;-0.7671778;0.5501429;0.01440654;-0.5785933;-0.815489;-1
47840;-0.5997502;0.01408339;0.05886877;0.2643775;-0.2581234;0.9292346;-0.1322001;-0.9641215;-0.2302019;-1
47880;-0.5953037;0.0152958;0.06054988;0.01452871;-0.9110129;0.412122;0.07309259;-0.4100951;-0.9091091;-1
47920;-0.5938121;0.01650761;0.06146832;0.3489628;-0.1625431;0.9229327;0.1092699;-0.9710683;-0.2123357;-1
47960;-0.6048945;0.01313537;0.06354608;0.7186973;0.5215006;0.4599036;0.2794935;-0.8223076;0.4956751;-1
48000;-0.5966927;0.01473784;0.05915122;0.006452985;-0.4385839;0.8986671;0.03634576;-0.8979891;-0.438514;-1
48040;-0.5937285;0.01559274;0.06078024;0.04590013;-0.6847575;0.7273242;0.2805416;-0.6899534;-0.6672785;-1
48080;-0.5925469;0.01775531;0.0609384;0.2890652;0.4631864;0.8377945;0.04019399;-0.880256;0.4727937;-1
48120;-0.5917882;0.01587674;0.06108619;-0.1354319;0.2192155;0.9662313;0.02370397;-0.9742203;0.2243505;-1
48160;-0.5909373;0.01911327;0.05912698;0.3228862;0.3964444;0.8594036;-0.00570748;-0.9072082;0.4206412;-1
48200;-0.5904398;0.01756331;0.06052569;0.147476;0.5806305;0.8006987;0.08478276;-0.8139923;0.5746547;-1
48240;-0.5892829;0.02175011;0.05774096;0.2906088;0.1221111;0.949015;-0.1282634;-0.977896;0.1651036;-1
48280;-0.5891445;0.01855625;0.05893658;0.31801;0.5759491;0.7530936;0.1086812;-0.8112373;0.5745238;-1
48320;-0.5866502;0.02488661;0.05677874;0.2589893;0.03783321;0.9651275;-0.2566622;-0.960594;0.1065462;-1
48360;-0.58329;0.02880645;0.055679;0.2571712;0.02772417;0.9659652;-0.3342116;-0.935347;0.1158199;-1
48400;-0.5797613;0.033057;0.05457333;0.2656009;0.04301452;0.9631196;-0.3268642;-0.9358078;0.1319303;-1
48440;-0.5717233;0.03392747;0.05210764;0.3341049;0.02757631;0.9421182;-0.3184479;-0.9374615;0.1403858;-1
48480;-0.5657995;0.03725022;0.04964118;0.4250935;0.04669288;0.9039022;-0.2865465;-0.9403016;0.1834058;-1
48520;-0.5883061;0.01751441;0.06003101;0.1889747;0.7476677;0.6366162;0.1814876;-0.6637211;0.7256277;-1
48560;-0.5879701;0.01929069;0.05771744;0.299721;0.4205618;0.8563244;0.06956734;-0.9048327;0.4200363;-1
48600;-0.5852946;0.02062838;0.05670327;0.3036569;0.1682216;0.93781;-0.05185378;-0.9799069;0.1925608;-1
48640;-0.5834786;0.02319525;0.05595174;0.3031985;0.001844626;0.9529123;-0.2348528;-0.9689844;0.07661905;-1
48680;-0.5799351;0.02667709;0.05474941;0.2988158;-0.01895143;0.9541072;-0.338414;-0.9368982;0.08739998;-1
48720;-0.5761402;0.02998677;0.05358521;0.3044549;-0.003336934;0.9525069;-0.3674195;-0.9229836;0.1142202;-1
48760;-0.589662;0.01586339;0.06152326;-0.1100961;0.5597824;0.8212932;0.0159641;-0.8252139;0.5645948;-1
48800;-0.5863787;0.01766498;0.05872514;0.2075378;0.7219509;0.6600852;0.2016233;-0.6918564;0.6933092;-1
48840;-0.5874758;0.01610518;0.06164804;0.1068466;0.7170802;0.6887523;0.08734902;-0.6968093;0.711918;-1
48880;-0.5820333;0.01967086;0.05545437;0.4194877;0.1704886;0.8916031;-0.0846087;-0.9705759;0.2253933;-1
48920;-0.5810419;0.02150333;0.0549111;0.3556531;-0.06140527;0.9325824;-0.2945649;-0.9543176;0.049521;-1
48960;-0.5841147;0.0180669;0.05737077;0.2237419;0.7024714;0.6756251;0.2010014;-0.7115513;0.6732639;-1
49000;-0.5852628;0.01618272;0.06078123;0.1850485;0.7695899;0.6111363;0.154966;-0.6369476;0.7551705;-1
49040;-0.577334;0.02447051;0.0537893;0.3407135;-0.08414657;0.9363682;-0.3936781;-0.9171743;0.06086995;-1
49080;-0.5872948;0.01458248;0.06296812;0.06558567;0.6187875;0.7828159;-0.1159948;-0.7744585;0.6218997;-1
49120;-0.5808591;0.01940276;0.05488465;0.5031785;0.1421741;0.852393;-0.1120096;-0.9673018;0.2274686;-1
49160;-0.5818322;0.01828349;0.05609157;0.4043668;0.7241647;0.5586277;0.2389493;-0.6732206;0.6997579;-1
49200;-0.5827294;0.01638837;0.05992271;0.1488528;0.7837386;0.6029879;0.2458678;-0.6199636;0.7451105;-1
49240;-0.5799259;0.02011755;0.05433918;0.3859128;-0.1002059;0.9170569;-0.4494685;-0.8884918;0.0920786;-1
49280;-0.5849949;0.01445572;0.06245203;0.188305;0.6408238;0.7442352;0.03092134;-0.7612845;0.6476804;-1
49320;-0.5733535;0.02708891;0.05255115;0.3574914;-0.07619107;0.9307664;-0.370237;-0.9264829;0.06642994;-1
49360;-0.5755486;0.02222376;0.05284598;0.3777987;-0.1401601;0.9151806;-0.4749199;-0.8777745;0.0616929;-1
49400;-0.5794842;0.01859561;0.05412207;0.5059242;-0.1066553;0.8559341;-0.3731221;-0.9216968;0.1057009;-1
49440;-0.569474;0.02993305;0.0511687;0.3973132;-0.06040366;0.9156396;-0.3425724;-0.9353561;0.08704439;-1
49480;-0.5712687;0.02432775;0.05138171;0.4113571;-0.1503665;0.8989207;-0.3835719;-0.9231213;0.02124748;-1
49520;-0.5804111;0.01830171;0.05495562;0.7070625;0.5788794;0.4061202;0.3979077;-0.8004571;0.4482076;-1
49560;-0.5791655;0.01618405;0.05342304;0.7022079;-0.3414273;0.6246587;-0.447583;-0.8940321;0.01450345;-1
49600;-0.5744827;0.01964344;0.05195218;0.4173452;-0.2188416;0.8819578;-0.5259597;-0.8495171;0.03816409;-1
49640;-0.5788963;0.0159014;0.05587482;0.9703516;0.2331829;-0.06057367;0.2292065;-0.8160987;0.5302545;-1
49680;-0.5791394;0.01097001;0.05574649;0.8381272;-0.4438219;-0.3160341;-0.441158;-0.8930437;0.08423817;-1
49720;-0.5801064;0.0167699;0.05879373;0.5251806;0.7359685;0.4272318;0.3336461;-0.639918;0.6922215;-1
49760;-0.5641629;0.03322499;0.04898043;0.4586417;-0.03777346;0.8877143;-0.3173292;-0.9400156;0.1241534;-1
49800;-0.5774964;0.01226158;0.06009062;0.9804723;0.190769;0.04381585;0.1639693;-0.9227209;0.3483965;-1
49840;-0.5823397;0.0142546;0.06187346;0.1755915;0.6538689;0.7359501;0.1455799;-0.7565924;0.6374749;-1
49880;-0.5582613;0.03702329;0.0457732;0.5196955;0.006777305;0.8541472;-0.3383077;-0.9163564;0.2134213;-1
49920;-0.5792012;0.01403809;0.06149609;0.5805944;0.5827273;0.5686267;0.1930075;-0.7769901;0.5991899;-1
49960;-0.5799302;0.01116884;0.06373484;0.470989;0.42852;0.7710642;0.123592;-0.8975184;0.4233036;-1
50000;-0.582917;0.01217982;0.06379357;0.1734457;0.5701676;0.8030104;0.02175573;-0.8173878;0.575677;-1
50040;-0.5528202;0.04074182;0.04220252;0.5690643;0.04907806;0.8206112;-0.360048;-0.8822684;0.302784;-1
50080;-0.5854987;0.01270422;0.0638947;0.1389121;0.5635931;0.8142889;-0.1016747;-0.809799;0.5778304;-1
50120;-0.5571195;0.03213632;0.04473878;0.5464948;-0.1026504;0.8309876;-0.3703013;-0.9195486;0.1302335;-1
50160;-0.5520729;0.03535652;0.04156284;0.6067875;-0.07277571;0.7913711;-0.4006699;-0.8878106;0.2258254;-1
50200;-0.5626272;0.02881037;0.04764716;0.4969071;-0.1314091;0.8576506;-0.3391519;-0.9390002;0.05291308;-1
50240;-0.5673106;0.02628687;0.04978013;0.4537412;-0.146191;0.8789591;-0.3301422;-0.9436296;0.01367866;-1
50280;-0.569746;0.02069792;0.04993993;0.4483792;-0.2364064;0.8619279;-0.4198665;-0.9068386;-0.03015945;-1
50320;-0.5739951;0.0160943;0.05066197;0.4197601;-0.4177059;0.8057687;-0.5645182;-0.8152335;-0.1285056;-1
50360;-0.5559068;0.02682148;0.04294357;0.5764192;-0.2028398;0.7915035;-0.4129371;-0.9080806;0.06812229;-1
50400;-0.5609937;0.02379705;0.04558139;0.5252567;-0.2229726;0.8210627;-0.3755046;-0.9264326;-0.01111211;-1
50440;-0.5651956;0.02195871;0.0476679;0.4891645;-0.2350027;0.8398055;-0.3487251;-0.9350821;-0.05832021;-1
50480;-0.5512281;0.02995148;0.04000215;0.6473413;-0.1771598;0.7411975;-0.4348;-0.8844213;0.1684332;-1
50520;-0.5685945;0.01645686;0.04780659;0.44007;-0.4060841;0.8007321;-0.4434769;-0.8735034;-0.1991186;-1
50560;-0.5749412;0.01114219;0.04777038;0.4062103;-0.4598565;0.789573;-0.4933933;-0.8375567;-0.2340088;-1
50600;-0.5684146;0.01142576;0.04466857;0.4154917;-0.4287713;0.8019135;-0.3855335;-0.8810441;-0.271578;-1
50640;-0.580434;0.01187836;0.05156694;0.642444;-0.5659994;0.5162088;-0.5181381;-0.8172047;-0.2513303;-1
50680;-0.5547683;0.0218939;0.04008537;0.6190453;-0.3182105;0.7169973;-0.4164263;-0.907029;-0.04229622;-1
50720;-0.5593339;0.01910277;0.04266379;0.5591645;-0.348487;0.7516587;-0.3717293;-0.9156747;-0.1475444;-1
50760;-0.5640339;0.0173458;0.04527207;0.5021265;-0.3722462;0.7802233;-0.3538514;-0.9114915;-0.2068825;-1
50800;-0.5631729;0.01246835;0.04194965;0.4736596;-0.3506989;0.8073751;-0.2933567;-0.9267306;-0.2305037;-1
50840;-0.5575331;0.01481895;0.03860934;0.5329874;-0.2567018;0.8057417;-0.250632;-0.9572544;-0.1389116;-1
50880;-0.5529095;0.01776291;0.03571521;0.5952284;-0.1801448;0.7822852;-0.2724736;-0.9609577;-0.01351717;-1
50920;-0.5836321;0.006959587;0.0500723;0.6282896;-0.4666624;0.6219699;-0.2383379;-0.8764796;-0.4172951;-1
50960;-0.5488486;0.01439368;0.03341085;0.4359145;0.1311464;0.8900072;-0.1050306;-0.9737767;0.1956006;-1
51000;-0.548949;0.0208849;0.03288849;0.6482751;-0.1260033;0.7495459;-0.2962155;-0.9484091;0.09751481;-1
51040;-0.5886916;0.004671142;0.05575128;0.6721134;-0.6414655;0.3693104;-0.2658273;-0.6746814;-0.6884063;-1
51080;-0.5445566;0.01794133;0.03078861;0.4393312;0.2270478;0.8687152;-0.1401083;-0.9369432;0.3166342;-1
51120;-0.5504637;0.02516472;0.03739869;0.6882509;-0.2773526;0.6689472;-0.4282529;-0.8996491;0.06836905;-1
51160;-0.545158;0.02427907;0.0298135;0.6849167;-0.07266229;0.7231279;-0.2890615;-0.9380354;0.1806438;-1
51200;-0.5389049;0.01687628;0.0290547;0.30223;0.426044;0.8524075;-0.09153262;-0.8764392;0.4713062;-1
51240;-0.5461508;0.02840412;0.03369904;0.7387927;-0.2466443;0.625381;-0.4281217;-0.8885391;0.1562016;-1
51280;-0.5409931;0.02131966;0.02775369;0.489349;0.2790196;0.8255061;-0.1463235;-0.905911;0.3942096;-1
51320;-0.5311388;0.0178103;0.02605918;0.2164116;0.5925769;0.7755965;0.0424343;-0.798987;0.5992416;-1
51360;-0.5466104;0.03308126;0.03637925;0.7073797;-0.1681427;0.6862019;-0.4509946;-0.8546763;0.2557174;-1
51400;-0.5418715;0.02709343;0.02721023;0.7252309;-0.03681014;0.6855807;-0.2620506;-0.9356042;0.2281535;-1
51440;-0.5358118;0.01997638;0.02608928;0.3509089;0.4887157;0.798307;-0.08903676;-0.8307062;0.5485258;-1
51480;-0.5235573;0.01954006;0.02273669;0.1480353;0.7093766;0.6888613;-0.003760945;-0.6959003;0.7179047;-1
51520;-0.5473098;0.03834057;0.03791961;0.6615574;-0.06144969;0.7471506;-0.4263349;-0.8503745;0.3078375;-1
51560;-0.5426325;0.03138696;0.03032488;0.7761683;-0.2163695;0.5902846;-0.4229428;-0.8731306;0.2370545;-1
51600;-0.5383953;0.02387846;0.02500908;0.5521061;0.301972;0.7761573;-0.1095046;-0.895802;0.4278241;-1
51640;-0.5293826;0.02060846;0.0231692;0.2629457;0.6278825;0.7321675;0.01259177;-0.7606531;0.6485081;-1
51680;-0.5157935;0.02143904;0.01929849;0.13251;0.7744763;0.6183953;-0.04162385;-0.6188876;0.7842885;-1
51720;-0.5336985;0.02257178;0.0233294;0.3969081;0.5189397;0.7564922;-0.03803021;-0.8137856;0.5790233;-1
51760;-0.5359825;0.02622858;0.02209016;0.6154464;0.3213367;0.7183613;-0.1344138;-0.8547162;0.4990944;-1
51800;-0.5233104;0.0223588;0.01963669;0.1817032;0.7401928;0.6470178;-0.01208927;-0.6559762;0.75445;-1
51840;-0.528958;0.02265637;0.02112024;0.3071622;0.6418576;0.7019673;-0.01800616;-0.7333353;0.6789619;-1
51880;-0.5388343;0.02992395;0.02407127;0.7729558;-0.001789525;0.6320243;-0.2668721;-0.9054654;0.3251331;-1
51920;-0.5320632;0.0245022;0.02079526;0.4497275;0.5377499;0.711884;-0.119066;-0.7534261;0.6455694;-1
51960;-0.5339338;0.02839059;0.01892894;0.6678835;0.3513536;0.6538476;-0.1426335;-0.8021116;0.5780755;-1
52000;-0.5083444;0.02282718;0.01586009;0.1280058;0.8314312;0.540592;-0.07357401;-0.5355747;0.8412524;-1
52040;-0.516784;0.02486038;0.01484609;0.1663958;0.8045604;0.5697767;0.0119683;-0.5792893;0.814925;-1
52080;-0.502035;0.02447697;0.01116487;0.1174711;0.876984;0.4659398;-0.01912828;-0.4671032;0.8839958;-1
52120;-0.5096508;0.02557713;0.01182459;0.1695924;0.8442667;0.5082297;0.09651712;-0.5273987;0.8440816;-1
52160;-0.4985235;0.02632322;0.00610958;0.1161524;0.9489333;0.293316;-0.09515929;-0.2833245;0.9542913;-1
52200;-0.4927969;0.0254974;0.006812015;0.05407777;0.9631041;0.2636198;-0.224512;-0.245529;0.9430105;-1
52240;-0.4972835;0.02706211;2.641686e-05;0.1283895;0.9917238;0.0003780753;0.0001272671;-0.0003975718;0.9999999;-1
52280;-0.49133;0.02664574;2.843242e-05;0.06851556;0.9976467;0.0004496661;0.0001241975;-0.0004594745;0.9999758;-1
52320;-0.492798;0.02550399;-0.006756025;0.05402464;0.9633483;-0.2627376;0.2247307;0.2446519;0.9431867;-1
52360;-0.4985251;0.02632799;-0.006057519;0.1160772;0.9491627;-0.2926029;0.09539319;0.2825788;0.9544891;-1
52400;-0.4949901;0.02308969;-0.01297806;0.01480479;0.9132348;-0.4071427;0.1843619;0.3977272;0.8987679;-1
52440;-0.5015147;0.02790185;2.546965e-05;0.2056472;0.9786263;0.0003216425;0.000135715;-0.0003568674;0.9999999;-1
52480;-0.5024834;0.02730376;0.004740641;0.1875332;0.9446691;0.2691314;0.04519544;-0.2820008;0.958349;-1
52520;-0.5051339;0.02636086;0.008594178;0.1779591;0.8856528;0.4288939;0.1619114;-0.4562643;0.8749901;-1
52560;-0.5020379;0.02448519;-0.01111525;0.1173469;0.8773282;-0.4653226;0.01928504;0.4664585;0.8843328;-1
52600;-0.5024846;0.02730707;-0.004690377;0.1874592;0.9448579;-0.2685198;-0.04493017;0.2813278;0.9585592;-1
52640;-0.5046921;0.02850063;2.497344e-05;0.2324757;0.9725432;0.0002790874;0.0001364865;-0.0003185907;0.9999999;-1
52680;-0.5053254;0.02817896;0.00369789;0.2223513;0.948228;0.2265054;0.1095815;-0.2551434;0.9606684;-1
52720;-0.5073328;0.02759164;0.006638909;0.2017696;0.9037395;0.3773418;0.3905764;-0.4275256;0.8152362;-1
52760;-0.5077008;0.01986894;-0.01985439;0.04695144;0.8506733;-0.5234841;0.1162662;0.5158139;0.8487418;-1
52800;-0.4979281;0.01965098;-0.02087951;-0.03405781;0.866363;-0.4982224;0.2850649;0.4862463;0.8259907;-1
52840;-0.508213;0.01698981;-0.02434219;0.004924267;0.7865867;-0.6173818;0.1521038;0.6095882;0.7779443;-1
52880;-0.5003804;0.01508668;-0.02687608;-0.01432012;0.7155507;-0.6983764;0.2841522;0.6725964;0.6832555;-1
52920;-0.5104595;0.01214648;-0.0291468;0.004066873;0.604738;-0.796365;0.2095503;0.778142;0.5920206;-1
52960;-0.5030368;0.008883005;-0.03155038;-0.05100956;0.5820772;-0.8114853;0.3102479;0.7816191;0.541105;-1
53000;-0.51322;0.006097738;-0.03252423;-0.02105349;0.4544067;-0.8905048;0.2570791;0.8631724;0.4344229;-1
53040;-0.5062272;0.001380877;-0.03544228;-0.1091989;0.4434592;-0.8895626;0.3456787;0.8560494;0.3842836;-1
53080;-0.5160914;-0.0004309628;-0.03523461;-0.05271213;0.2957748;-0.9537668;0.2942553;0.9172345;0.2682152;-1
53120;-0.5095816;-0.006833477;-0.0374225;-0.1714962;0.283628;-0.9434132;0.3501289;0.9126887;0.2107277;-1
53160;-0.5192099;-0.007646291;-0.03647473;-0.0821202;0.1283834;-0.9882867;0.3045374;0.9473545;0.09777937;-1
53200;-0.5125359;-0.01522741;-0.03792839;-0.2243191;0.1462042;-0.9634199;0.3502485;0.93468;0.06029699;-1
53240;-0.5227675;-0.01568751;-0.0366308;-0.1129445;0.0184341;-0.9933995;0.318542;0.9475583;-0.01863599;-1
53280;-0.5166264;-0.02564503;-0.03761911;-0.2924418;-0.08911186;-0.9520549;0.3626622;0.9108355;-0.1966602;-1
53320;-0.5270852;-0.02468547;-0.03580086;-0.1620037;-0.2500031;-0.9545511;0.3137136;0.903878;-0.2900949;-1
53360;-0.5207598;-0.03491125;-0.03240513;-0.3070389;-0.5485342;-0.7776024;0.2978687;0.7205315;-0.6260132;-1
53400;-0.5312276;-0.03326866;-0.03082186;-0.2082864;-0.5436829;-0.8128876;0.2775377;0.7638244;-0.5823317;-1
53440;-0.5241162;-0.04192492;-0.02564412;-0.3011418;-0.7837743;-0.5428713;0.2335533;0.4912176;-0.8390442;-1
53480;-0.5346044;-0.04027606;-0.02354967;-0.2302796;-0.7829231;-0.5774426;0.2221782;0.5351429;-0.8148378;-1
53520;-0.5272213;-0.04746574;-0.01339069;-0.2568883;-0.9312601;-0.2574426;0.1475077;0.2253944;-0.9630051;-1
53560;-0.5371992;-0.04564865;-0.0120902;-0.2213798;-0.9276968;-0.2990992;0.2161002;0.25221;-0.9431731;-1
53600;-0.528658;-0.0491738;7.580573e-06;-0.2336847;-0.971965;-0.0002261064;0.2260539;-0.05412721;-0.9725904;-1
53640;-0.5379374;-0.04733758;1.259293e-05;-0.213583;-0.9763811;-0.0001716363;0.2525859;-0.05509005;-0.9659671;-1
53680;-0.5440694;-0.04453678;-0.01153224;-0.1906549;-0.9344989;-0.2984605;0.1759901;0.2663057;-0.9476065;-1
53720;-0.5448227;-0.04615231;1.67821e-05;-0.197492;-0.9795474;-0.000121644;0.08890347;-0.01781022;-0.9958745;-1
53760;-0.5416358;-0.03937348;-0.02260022;-0.1725686;-0.8008392;-0.5727454;0.1902293;0.5430208;-0.817628;-1
53800;-0.5383042;-0.03234949;-0.02981474;-0.1437671;-0.5867272;-0.7966784;0.2343068;0.7615069;-0.6037533;-1
53840;-0.5345315;-0.0244603;-0.03477909;-0.1108435;-0.3020141;-0.9467811;0.2696747;0.9073501;-0.3212748;-1
