Offset;Input Attributes: Layout 3 (Per vertex).POSITION0[0];Input Attributes: Layout 3 (Per vertex).POSITION0[1];Input Attributes: Layout 3 (Per vertex).POSITION0[2];Input Attributes: Layout 3 (Per vertex).NORMAL0[0];Input Attributes: Layout 3 (Per vertex).NORMAL0[1];Input Attributes: Layout 3 (Per vertex).NORMAL0[2];Input Attributes: Layout 3 (Per vertex).TANGENT0[0];Input Attributes: Layout 3 (Per vertex).TANGENT0[1];Input Attributes: Layout 3 (Per vertex).TANGENT0[2];Input Attributes: Layout 3 (Per vertex).TANGENT0[3]
120760;-0.6154481;0.05879737;-0.05406469;0.1109989;0.335999;-0.9352399;0.3344709;0.8733073;0.3533812;-1
120800;-0.6175193;0.05463874;-0.05564743;0.1053925;0.2936718;-0.9500473;0.2449773;0.9179972;0.3108783;-1
120840;-0.6129395;0.06289037;-0.05218727;0.1503613;0.3914636;-0.9076971;0.4133461;0.809076;0.4173453;-1
120880;-0.6072502;0.06214143;-0.05169694;0.08666085;0.4644753;-0.8812814;0.4102215;0.7894474;0.4564286;-1
120920;-0.6110063;0.06630167;-0.05023288;0.2348607;0.4503507;-0.8612493;0.4156934;0.7544414;0.5078059;-1
120960;-0.6006513;0.06301364;-0.05089641;0.03049552;0.5002694;-0.8653073;0.3553774;0.8036792;0.4771791;-1
121000;-0.6066065;0.06546097;-0.04946115;0.1257203;0.5547269;-0.8224114;0.4177305;0.7222843;0.551057;-1
121040;-0.6096722;0.06900112;-0.04823364;0.3168865;0.4843151;-0.8153256;0.4482037;0.6811367;0.5787621;-1
121080;-0.5971704;0.06827159;-0.04736526;-0.02128793;0.6222458;-0.7824994;0.3096974;0.7482572;0.5866085;-1
121120;-0.6061848;0.06818402;-0.04739414;0.148982;0.5799801;-0.8008376;0.4241266;0.6941084;0.5815852;-1
121160;-0.6083367;0.0706915;-0.04671073;0.3550436;0.4926447;-0.7942036;0.3932906;0.6914888;0.6048447;-1
121200;-0.6017323;0.06615217;-0.04872664;0.004375488;0.5992161;-0.8005323;0.4017684;0.7319955;0.5501302;-1
121240;-0.6058918;0.07044488;-0.04596047;0.1438016;0.5650629;-0.8124029;0.4155031;0.7105967;0.5677943;-1
121280;-0.6080457;0.07204948;-0.04569662;0.3645422;0.5280542;-0.7665762;0.3948932;0.6569069;0.6405848;-1
121320;-0.6072041;0.07285027;-0.04483968;0.2945018;0.5403839;-0.787837;0.4439478;0.6512464;0.612944;-1
121360;-0.6020796;0.06861345;-0.04683154;0.0124014;0.6238996;-0.7813574;0.3903395;0.716384;0.5782202;-1
121400;-0.5956856;0.07228151;-0.04374276;0.005925819;0.7109981;-0.7031134;0.2384223;0.6818448;0.6915045;-1
121440;-0.5986007;0.07024528;-0.04562627;-0.02203408;0.6589651;-0.7517955;0.2982145;0.7220615;0.6241763;-1
121480;-0.6024703;0.07096785;-0.04505849;0.05468452;0.5904381;-0.8051959;0.3291242;0.750684;0.5728137;-1
121520;-0.6053023;0.0721125;-0.04469027;0.1456242;0.5248626;-0.8386011;0.3834347;0.7513159;0.5368046;-1
121560;-0.593363;0.07414754;-0.04152359;0.02753183;0.7703593;-0.6369639;0.1730288;0.623924;0.7620646;-1
121600;-0.5997549;0.07220449;-0.04406787;0.04930834;0.6189508;-0.7838444;0.2155984;0.7597098;0.6134416;-1
121640;-0.5975101;0.07363363;-0.04262456;0.1056595;0.6672387;-0.7372591;0.1382284;0.7243593;0.6753615;-1
121680;-0.5955905;0.07507287;-0.04084943;0.150476;0.7227073;-0.6745252;0.1036372;0.6669918;0.7377708;-1
121720;-0.5943766;0.07661995;-0.03866047;0.1982839;0.773991;-0.6012953;0.06337465;0.6020706;0.7958908;-1
121760;-0.6026729;0.07274303;-0.04401661;0.1072035;0.5133421;-0.8514165;0.2320475;0.8197766;0.5234787;-1
121800;-0.5934334;0.07795642;-0.03632479;0.2300251;0.8306748;-0.5069648;0.001183156;0.5206993;0.8537043;-1
121840;-0.5945273;0.07975028;-0.03400541;0.4377522;0.8013949;-0.4075951;0.02903009;0.4405055;0.8972769;-1
121880;-0.5951394;0.0787573;-0.03640112;0.4085311;0.7459922;-0.5258886;0.03392998;0.5633445;0.825509;-1
121920;-0.5961094;0.07750313;-0.0385861;0.3499596;0.6897892;-0.6337914;0.04538668;0.6632836;0.7469708;-1
121960;-0.597407;0.07616845;-0.04042369;0.2812064;0.6381912;-0.7166602;0.04777182;0.7365617;0.6746438;-1
122000;-0.59894;0.07503296;-0.04185453;0.220825;0.5837609;-0.7812782;0.05639671;0.7920778;0.6077458;-1
122040;-0.6006474;0.07389937;-0.04307312;0.1415958;0.5352517;-0.8327302;0.1063074;0.8281218;0.5503613;-1
122080;-0.5952048;0.08131328;-0.03160054;0.5478728;0.7930962;-0.2660962;0.04831762;0.2875407;0.9565398;-1
122120;-0.595538;0.0805303;-0.03396502;0.5200837;0.754166;-0.4008959;0.06960797;0.430374;0.8999572;-1
122160;-0.5962496;0.07956807;-0.0363104;0.452129;0.7170833;-0.5304235;0.07612879;0.5614739;0.8239794;-1
122200;-0.5973493;0.07834466;-0.0384723;0.3856415;0.6627007;-0.6419299;0.04948383;0.6798897;0.731623;-1
122240;-0.5984747;0.07716399;-0.04014951;0.3392281;0.5985148;-0.7256848;0.03909502;0.761799;0.6465632;-1
122280;-0.5952066;0.08194573;-0.02890459;0.5334721;0.8348594;-0.1355943;0.01150583;0.153134;0.9881319;-1
122320;-0.5954388;0.0823766;-0.02587133;0.4855632;0.8741173;-0.01082195;-0.08969541;0.06213451;0.9940236;-1
122360;-0.5961446;0.08254938;-0.02263828;0.3968577;0.9142063;0.08194895;-0.1292337;-0.03273478;0.9910621;-1
122400;-0.5970145;0.08246572;-0.01951135;0.2933972;0.9520549;0.08662801;-0.1095368;-0.05653565;0.9923515;-1
122440;-0.5977969;0.08250935;-0.01690923;0.2552258;0.9663247;-0.03277729;-0.1207166;0.06548098;0.9905223;-1
122480;-0.5985502;0.08297415;-0.01520049;0.2393282;0.9609041;-0.1391463;-0.1411874;0.1762322;0.9741424;-1
122520;-0.5995391;0.08336268;-0.01423133;0.1878865;0.9715419;-0.1441463;-0.2065374;0.1825396;0.9612057;-1
122560;-0.6006982;0.08357064;-0.01335768;0.1020804;0.9699642;-0.2207726;-0.2604347;0.2402414;0.9351036;-1
122600;-0.5968856;0.08288963;-0.02312878;0.329102;0.9401112;0.08857561;-0.1243682;-0.04981596;0.9909341;-1
122640;-0.5976511;0.08271387;-0.02011939;0.2464819;0.9621678;0.1159416;-0.09110826;-0.09609071;0.9911417;-1
122680;-0.5982972;0.0825935;-0.0176438;0.1788155;0.9835872;0.02333322;-0.1289411;-7.089972e-05;0.9916318;-1
122720;-0.5989777;0.08294265;-0.01615085;0.1198727;0.9832863;-0.1368994;-0.1048428;0.1496642;0.983117;-1
122760;-0.5995823;0.08302771;-0.01545984;0.06998138;0.964392;-0.2549943;-0.1378339;0.2625125;0.9549769;-1
122800;-0.5962802;0.08281443;-0.0261877;0.412628;0.9108392;-0.007117659;-0.05650357;0.03340882;0.9978168;-1
122840;-0.5960366;0.08246683;-0.02902955;0.4631342;0.8763117;-0.1324207;0.008093906;0.1452296;0.9893537;-1
122880;-0.5960725;0.0818813;-0.03161871;0.4693811;0.8421597;-0.2653413;0.04353666;0.2780562;0.9595672;-1
122920;-0.5964219;0.08119313;-0.03387199;0.4339737;0.8046413;-0.4052024;0.08515203;0.4111041;0.9075942;-1
122960;-0.5972697;0.08027159;-0.03609712;0.37639;0.7622254;-0.5266072;0.1029816;0.5304604;0.8414225;-1
123000;-0.5983711;0.07918824;-0.03821;0.3158249;0.7172483;-0.6211225;0.06107769;0.6378968;0.7676909;-1
123040;-0.5978828;0.08328766;-0.02360587;0.1665882;0.9826489;0.08135205;-0.08272847;-0.06825087;0.9941545;-1
123080;-0.597384;0.08323488;-0.02657543;0.2660553;0.9637741;-0.0173839;-0.04733578;0.03111666;0.9983356;-1
123120;-0.5970877;0.08293118;-0.02917384;0.3123448;0.9389375;-0.1442466;0.0003016405;0.1517481;0.9884117;-1
123160;-0.597192;0.08242232;-0.03157103;0.2981431;0.9162673;-0.2674934;0.04301184;0.267056;0.9627118;-1
123200;-0.5976133;0.08179331;-0.03370798;0.265583;0.883206;-0.3865332;0.08654246;0.37747;0.9219657;-1
123240;-0.598398;0.08096053;-0.03577951;0.2310875;0.8395138;-0.4917367;0.1123091;0.4790191;0.8705887;-1
123280;-0.5985723;0.08298656;-0.02068564;0.05957562;0.9910612;0.1190921;-0.05218913;-0.1160034;0.991784;-1
123320;-0.5990213;0.08279379;-0.01838563;-0.01009753;0.9978624;0.06388362;-0.06097617;-0.06433652;0.9960239;-1
123360;-0.5994678;0.08273573;-0.01681425;-0.1396759;0.9873111;-0.07480913;-0.1319017;0.05633228;0.989611;-1
123400;-0.5998256;0.08274816;-0.01609392;-0.2720622;0.9037858;-0.3303568;-0.06879506;0.3241504;0.9434658;-1
123440;-0.5996947;0.08289011;-0.02111175;-0.3483935;0.9335256;0.08414081;-0.05518117;-0.1100141;0.9923444;-1
123480;-0.5998704;0.08257172;-0.01876054;-0.4712438;0.8795766;0.06484286;0.04190717;-0.05108572;0.9977916;-1
123520;-0.5999453;0.08251028;-0.01732302;-0.5676107;0.8231078;-0.01063659;-0.05052976;-0.02194817;0.9984433;-1
123560;-0.6000639;0.0824081;-0.0165204;-0.6776677;0.7083308;-0.1973472;0.002244188;0.2703406;0.9627455;-1
123600;-0.5989721;0.0833724;-0.02398444;-0.1979457;0.9797403;0.03010105;-0.09063056;-0.04885294;0.9946468;-1
123640;-0.5983636;0.08340803;-0.02690175;-0.1004718;0.9923034;-0.07205713;-0.08290751;0.0638864;0.9944352;-1
123680;-0.5995995;0.08302279;-0.02418189;-0.8006512;0.5873432;-0.1182618;-0.1618381;-0.02196673;0.9865729;-1
123720;-0.5980759;0.08310451;-0.02928576;-0.07849529;0.9814417;-0.1749449;0.007374529;0.1760548;0.9843519;-1
123760;-0.6002784;0.08237743;-0.02118283;-0.8831471;0.4663424;-0.05021053;-0.1185223;-0.1183102;0.9858497;-1
123800;-0.5989189;0.0830445;-0.02704858;-0.7405992;0.6522995;-0.1608932;-0.1080167;0.1208166;0.9867103;-1
123840;-0.6003857;0.08230694;-0.01620823;-0.4840825;0.5472497;-0.6825979;-0.1339996;0.7245561;0.6759466;-1
123880;-0.6003069;0.08196729;-0.01668575;-0.9457406;0.2949544;-0.135463;-0.02516782;0.3492066;0.9366621;-1
123920;-0.6002365;0.08196318;-0.01747639;-0.9319841;0.3610929;0.02907042;0.04192842;0.02770284;0.9987134;-1
123960;-0.6004052;0.08191359;-0.01876639;-0.925965;0.3752475;0.04138702;0.03054234;-0.0348172;0.998899;-1
124000;-0.600274;0.08270417;-0.01588439;-0.07361296;0.7568785;-0.649366;-0.2374741;0.6191187;0.7484765;-1
124040;-0.6003721;0.08325417;-0.01537701;0.1307864;0.9252651;-0.3560296;-0.3364481;0.3792288;0.8618748;-1
124080;-0.6005355;0.0834813;-0.0144586;0.1140799;0.9813995;-0.1543277;-0.25893;0.1793308;0.9490418;-1
124120;-0.6015614;0.08356008;-0.01439312;0.07958819;0.9863041;-0.1443547;-0.34424;0.1631011;0.9245246;-1
124160;-0.6011497;0.08335131;-0.01523767;0.08530577;0.9480249;-0.3064825;-0.3998636;0.3143302;0.8608624;-1
124200;-0.6008193;0.08295147;-0.01586719;0.1370298;0.7030226;-0.6977298;-0.4053181;0.6825615;0.6079597;-1
124240;-0.6006306;0.08226629;-0.01611068;-0.03613317;0.2890873;-0.9564459;-0.2762404;0.9169676;0.2875616;-1
124280;-0.602562;0.08356404;-0.01459022;0.1337202;0.9801286;-0.1457559;-0.3833279;0.1863538;0.9039197;-1
124320;-0.6035313;0.08384091;-0.01352244;0.1654701;0.9669178;-0.1934111;-0.3706242;0.241985;0.8955328;-1
124360;-0.6018947;0.08337465;-0.01541626;0.1426788;0.9498057;-0.2782452;-0.4349135;0.3126854;0.8442426;-1
124400;-0.6013365;0.08299278;-0.01596942;0.2669802;0.7405998;-0.6164841;-0.4256053;0.6646188;0.6138835;-1
124440;-0.6041087;0.08378042;-0.01511924;0.2147925;0.9676648;-0.1302555;-0.3858834;0.2055777;0.8977079;-1
124480;-0.6053052;0.08406863;-0.01427539;0.2540978;0.9582499;-0.1277661;-0.3510364;0.2123266;0.9085078;-1
124520;-0.603153;0.08342282;-0.01588478;0.2237204;0.952279;-0.2067389;-0.3960127;0.2821074;0.872739;-1
124560;-0.6057831;0.08406854;-0.01594924;0.3069573;0.9469891;-0.08786814;-0.3980732;0.209096;0.8891833;-1
124600;-0.6069087;0.08448595;-0.01526605;0.3753803;0.9238365;-0.05863426;-0.3403161;0.1925716;0.9139541;-1
124640;-0.6004421;0.081884;-0.01631541;-0.7931261;0.1833067;-0.5805219;-0.1098353;0.8946877;0.4327773;-1
124680;-0.6004348;0.08149366;-0.01634693;-0.9466368;0.2152179;-0.2391681;-0.113759;0.4711007;0.8746018;-1
124720;-0.6010832;0.08232999;-0.01614717;0.3976948;0.3242467;-0.8580921;-0.2663116;0.9359397;0.2301183;-1
124760;-0.6022223;0.08303504;-0.01631314;0.3638707;0.8300951;-0.4222164;-0.4548296;0.5539683;0.6970155;-1
124800;-0.6047599;0.08361956;-0.01669096;0.2874419;0.9471572;-0.139718;-0.3417694;0.2358287;0.9068799;-1
124840;-0.6070386;0.08452506;-0.01687447;0.4092274;0.9097981;-0.04675009;-0.270673;0.1656574;0.9419691;-1
124880;-0.6081281;0.08511171;-0.01623876;0.461555;0.8851364;-0.03818649;-0.2857291;0.1862732;0.9353861;-1
124920;-0.6006871;0.08182751;-0.01611888;-0.3614329;-0.08047686;-0.9287356;-0.2850999;0.9579493;0.02809311;-1
124960;-0.6010331;0.08187078;-0.01611781;0.5272965;-0.06723876;-0.8467356;-0.1879398;0.9628306;-0.1934636;-1
125000;-0.6017415;0.08234857;-0.0165819;0.5799333;0.5175675;-0.6290665;-0.2337976;0.8454863;0.4799717;-1
125040;-0.6038788;0.0833236;-0.0173308;0.3844261;0.8955318;-0.2233653;-0.3010998;0.3498182;0.8862187;-1
125080;-0.6060151;0.084012;-0.0174247;0.3604623;0.9305117;-0.05429658;-0.2177353;0.1378493;0.9627608;-1
125120;-0.6007628;0.08146931;-0.01593442;-0.3829314;-0.2912694;-0.8765054;-0.4847094;0.8710257;-0.07752146;-1
125160;-0.6015732;0.08183788;-0.01662522;0.7294436;0.09432741;-0.6773925;-0.01592126;0.9925097;0.1210336;-1
125200;-0.6030905;0.08268;-0.01779716;0.6053452;0.5995281;-0.5233783;0.002342008;0.6562331;0.7544584;-1
125240;-0.6049157;0.08366309;-0.01807061;0.3808289;0.9192175;-0.09771892;-0.07747421;0.1361336;0.9866816;-1
125280;-0.6026495;0.08186835;-0.01780884;0.6993632;0.1311049;-0.7024382;0.4357396;0.7007377;0.5648216;-1
125320;-0.6042732;0.08320163;-0.01865828;0.5745471;0.6912118;-0.4382221;0.2622499;0.3512011;0.8983418;-1
125360;-0.6039578;0.0822866;-0.01894121;0.6464494;0.201567;-0.7356855;0.6639199;0.3252279;0.6724333;-1
125400;-0.6010123;0.08142619;-0.01598346;0.5189601;-0.4768096;-0.7091851;-0.1509571;0.7655933;-0.6250749;-1
125440;-0.6014624;0.08129731;-0.01637473;0.6597087;-0.5121289;-0.5498694;0.2032397;0.826104;-0.5254772;-1
125480;-0.6023823;0.08126132;-0.01748059;0.600831;-0.5074933;-0.6174595;0.7341271;0.6557013;0.1756645;-1
125520;-0.6008239;0.08116728;-0.01582336;-0.5008395;0.08857842;-0.8607681;-0.2383449;0.9420049;0.2357867;-1
125560;-0.6011202;0.08103211;-0.01565562;0.4210044;-0.4995159;-0.7569014;0.06379338;0.848828;-0.5245148;-1
125600;-0.6015226;0.08076039;-0.01564333;0.5879638;-0.455396;-0.6683061;0.1336963;0.8697178;-0.4748777;-1
125640;-0.6023853;0.08045486;-0.01633903;0.7219504;-0.1274233;-0.6799212;0.2343426;0.9697521;0.06718458;-1
125680;-0.6006916;0.08106898;-0.01608414;-0.7044733;0.6053015;-0.3699819;-0.4616879;0.004649673;0.8867822;-1
125720;-0.6038125;0.08053505;-0.01790752;0.5350187;-0.3319434;-0.7767469;0.8405231;0.2998118;0.450947;-1
125760;-0.6006323;0.08076519;-0.01674424;-0.4370668;0.8809379;-0.1805144;-0.1495801;0.1267587;0.9804268;-1
125800;-0.6038451;0.08152518;-0.01883609;0.5084352;-0.4266322;-0.7476867;0.8605403;0.2307573;0.4535541;-1
125840;-0.6059679;0.08086033;-0.01971153;0.5883488;-0.29539;-0.7507264;0.8033956;0.1309209;0.5780694;-1
125880;-0.6003441;0.08122644;-0.0173516;-0.9713117;0.2364168;-0.01873107;0.009961734;0.1193659;0.9927113;-1
125920;-0.6007078;0.08038108;-0.01810781;-0.4316588;0.8606964;-0.2695072;-0.09177095;0.2553905;0.9623684;-1
125960;-0.6004691;0.0811128;-0.01841883;-0.9935225;0.1125196;0.007269063;0.008572532;0.01085151;0.9998206;-1
126000;-0.6005514;0.080341;-0.01900359;-0.9767753;0.1639134;-0.1371628;-0.1656561;-0.1752617;0.9703664;-1
126040;-0.6002765;0.08065312;-0.02052422;-0.9931659;-0.01382443;-0.1153049;-0.1124287;-0.1337195;0.9845282;-1
126080;-0.6004408;0.08151822;-0.02101999;-0.9921239;0.01499864;-0.1238965;-0.1247871;-0.1182107;0.9850363;-1
126120;-0.5999483;0.0812694;-0.0235762;-0.98361;-0.04312026;-0.1744367;-0.1693002;-0.102636;0.9800951;-1
126160;-0.5997744;0.08223601;-0.02417274;-0.9726418;0.1516713;-0.1755601;-0.1830549;-0.0368803;0.9823439;-1
126200;-0.5994201;0.08154178;-0.02704623;-0.9747865;0.1640045;-0.1507335;-0.1303618;0.1286865;0.9830137;-1
126240;-0.5992445;0.08235249;-0.02707868;-0.9477344;0.2742417;-0.1624608;-0.1269613;0.1427496;0.9815058;-1
126280;-0.5990592;0.08200736;-0.02924556;-0.9316148;0.353085;-0.08612519;0.001780707;0.2414045;0.9704197;-1
126320;-0.5992275;0.08124146;-0.02921407;-0.973923;0.2214308;-0.04921095;0.006127356;0.2425636;0.9701052;-1
126360;-0.5986727;0.08273219;-0.02929138;-0.7155018;0.6820998;-0.1509866;0.01238593;0.2284757;0.973471;-1
126400;-0.5992106;0.0814914;-0.03115205;-0.9255984;0.3770713;0.03268859;0.1321238;0.2409754;0.961485;-1
126440;-0.5993959;0.08076736;-0.03105124;-0.9694272;0.2300245;0.0852701;0.1494315;0.2780445;0.9488552;-1
126480;-0.5987916;0.08225633;-0.03132629;-0.6968749;0.7104633;-0.09794486;0.08304827;0.2155888;0.9729378;-1
126520;-0.5996168;0.08093104;-0.03287612;-0.9108437;0.3919924;0.129215;0.2064152;0.1615223;0.9650339;-1
126560;-0.5997245;0.08020647;-0.03269779;-0.9525529;0.2250414;0.2048902;0.2474279;0.1806525;0.9519036;-1
126600;-0.5981305;0.08255592;-0.0314663;-0.09797122;0.9653681;-0.2417873;0.04629337;0.2471112;0.9678717;-1
126640;-0.5991979;0.08172965;-0.03319954;-0.6699847;0.7397985;-0.06179678;0.1252822;0.1947214;0.9728248;-1
126680;-0.6002093;0.08033295;-0.03457324;-0.8916775;0.4089237;0.1941292;0.2397329;0.06282739;0.9688001;-1
126720;-0.6003036;0.07961847;-0.0342803;-0.9326987;0.2171323;0.2879329;0.3059672;0.05385942;0.9505056;-1
126760;-0.5985008;0.08195874;-0.03346531;-0.1069319;0.9486117;-0.2978261;0.07470763;0.3063624;0.9489788;-1
126800;-0.5997874;0.08107223;-0.0349967;-0.6411872;0.7651194;-0.05887175;0.1327439;0.1861475;0.9735129;-1
126840;-0.6008875;0.07973154;-0.03608479;-0.8797216;0.4003319;0.2565572;0.2659335;-0.0330347;0.9634213;-1
126880;-0.6008974;0.07893287;-0.03570892;-0.9142463;0.1714743;0.3670548;0.3583612;-0.08029695;0.9301115;-1
126920;-0.5991719;0.08118998;-0.03535341;-0.1028809;0.925886;-0.3635145;0.08369485;0.3722154;0.9243644;-1
126960;-0.6016021;0.0791515;-0.03731415;-0.8617682;0.379111;0.3368633;0.2868009;-0.1836347;0.9401993;-1
127000;-0.6014844;0.07815036;-0.03691066;-0.8693599;0.132819;0.4758365;0.4141625;-0.3292097;0.8485503;-1
127040;-0.6005212;0.08034734;-0.03661477;-0.6059619;0.7923276;-0.07090387;0.1207219;0.1796926;0.9762872;-1
127080;-0.6000402;0.08035976;-0.0370693;-0.09690967;0.8965268;-0.4322558;0.08034547;0.439929;0.8944309;-1
127120;-0.6023168;0.07858707;-0.03827862;-0.8177662;0.3896327;0.4233664;0.3592104;-0.2291773;0.9046531;-1
127160;-0.6021516;0.07765354;-0.03786555;-0.8002777;0.1290893;0.5852888;0.4911694;-0.4184718;0.763885;-1
127200;-0.6013294;0.07964659;-0.0378805;-0.5744218;0.8120481;-0.1022456;0.1164071;0.2046173;0.9718502;-1
127240;-0.5994413;0.08002056;-0.03759294;0.1838615;0.8000284;-0.5710859;0.07990663;0.5669001;0.8198999;-1
127280;-0.603081;0.07805455;-0.03905809;-0.7634402;0.4248988;0.4863775;0.4187623;-0.2476578;0.873663;-1
127320;-0.6028984;0.07708041;-0.03872744;-0.7237951;0.1562192;0.6718346;0.5498132;-0.4574246;0.6988041;-1
127360;-0.6020631;0.07899445;-0.03887681;-0.515923;0.8450574;-0.1396782;0.1147058;0.229678;0.9664304;-1
127400;-0.6008993;0.07954305;-0.03835143;-0.09727542;0.8612022;-0.4987121;0.04326534;0.5042492;0.8624105;-1
127440;-0.6003672;0.07914174;-0.03894893;0.1348351;0.7668305;-0.6274171;0.04001964;0.628457;0.7767501;-1
127480;-0.6037865;0.07761912;-0.03979454;-0.6941859;0.4837841;0.5325757;0.4451413;-0.2926288;0.8461964;-1
127520;-0.6036984;0.07669385;-0.03941089;-0.635059;0.1874539;0.7490846;0.4681779;-0.6777195;0.5667521;-1
127560;-0.6028703;0.07839334;-0.03970966;-0.4798478;0.8641837;-0.1514365;0.1639444;0.2578859;0.9521645;-1
127600;-0.6016554;0.07882574;-0.03936606;-0.08587684;0.8397998;-0.5358353;0.0451569;0.5405162;0.840019;-1
127640;-0.5994443;0.07817616;-0.03969621;0.2718059;0.6699755;-0.6907485;0.02706072;0.7121751;0.7014114;-1
127680;-0.6043509;0.07755911;-0.04034659;-0.4621211;0.5368968;0.7054598;0.3397136;-0.6275519;0.7003834;-1
127720;-0.6045796;0.07623632;-0.04011387;-0.3421213;0.1618464;0.9252874;-0.1843552;-0.9769744;0.1030121;-1
127760;-0.6046692;0.07766648;-0.04030818;0.3633938;0.3695772;0.8548998;-0.3634068;-0.7885249;0.4957192;-1
127800;-0.6053708;0.07618397;-0.04011721;0.202516;0.006349999;0.9789281;-0.9735256;-0.097667;0.2022872;-1
127840;-0.6057056;0.07659376;-0.03986433;0.490125;-0.1212833;0.8626453;-0.4154674;0.8367791;0.3535721;-1
127880;-0.6036519;0.07787067;-0.04043346;-0.4436576;0.8734816;-0.1995995;0.2279627;0.3253444;0.9175499;-1
127920;-0.6011971;0.07835336;-0.0400435;0.1057105;0.736235;-0.6681786;0.06870662;0.6649137;0.7436058;-1
127960;-0.6025023;0.07819065;-0.04025146;-0.08604916;0.811623;-0.5776907;0.1320959;0.5840019;0.8008794;-1
128000;-0.6004723;0.077308;-0.04088721;0.2229221;0.6198395;-0.7522339;0.07204668;0.7590934;0.6468558;-1
128040;-0.6042543;0.0776543;-0.04112218;-0.1279855;0.954311;-0.2694867;0.1771051;0.2893215;0.9406254;-1
128080;-0.6034276;0.0775436;-0.04102993;-0.1096486;0.7667894;-0.6323261;0.1928146;0.6404136;0.743324;-1
128120;-0.6021363;0.07760839;-0.04095421;0.05566454;0.6827874;-0.7282123;0.1217157;0.7192441;0.6838084;-1
128160;-0.599802;0.07620454;-0.04142009;0.2825684;0.5375924;-0.7943901;0.07514479;0.8132042;0.5770391;-1
128200;-0.6016129;0.07645482;-0.04184061;0.1372706;0.5627548;-0.8149091;0.1232375;0.8065747;0.5778173;-1
128240;-0.6011803;0.07519232;-0.04246977;0.1811474;0.4957181;-0.8493012;0.1146667;0.8470037;0.5188368;-1
128280;-0.6031795;0.0767547;-0.04178913;0.02941187;0.634603;-0.7719799;0.1767567;0.7567239;0.6289513;-1
128320;-0.6042238;0.07725766;-0.04175746;0.08939449;0.7178087;-0.6902233;0.2292692;0.6593397;0.7155851;-1
128360;-0.602829;0.07421222;-0.0432955;0.1421604;0.4695875;-0.8712062;0.1989908;0.8484986;0.4898126;-1
128400;-0.6029827;0.0755313;-0.04260836;0.1136833;0.5332614;-0.8379992;0.1760379;0.8191022;0.5451614;-1
128440;-0.6049776;0.07366467;-0.04398868;0.1394696;0.4523487;-0.8806559;0.3265743;0.8181432;0.4717475;-1
128480;-0.6045178;0.07612312;-0.0425328;0.1526262;0.6067027;-0.7798222;0.2618645;0.7354397;0.6235271;-1
128520;-0.6047322;0.07493849;-0.04333193;0.14527;0.5089563;-0.8481463;0.2983897;0.7942339;0.5275325;-1
128560;-0.6045941;0.07804838;-0.04133603;0.4875055;0.8346973;-0.2561401;0.1798695;0.1910627;0.9649566;-1
128600;-0.606618;0.07402632;-0.04393062;0.1969958;0.5078101;-0.8383993;0.31349;0.7763807;0.5435504;-1
128640;-0.6048498;0.0776404;-0.04200688;0.3105452;0.6510395;-0.6925084;0.2653258;0.6397492;0.7206538;-1
128680;-0.605584;0.07636417;-0.04277826;0.1958412;0.5648836;-0.8014135;0.2733731;0.752101;0.5968341;-1
128720;-0.6061442;0.0750457;-0.04335299;0.1024563;0.4883008;-0.8664382;0.2833387;0.8193867;0.494688;-1
128760;-0.6049326;0.07822847;-0.04118635;0.6427901;0.6971227;-0.3167518;0.1618899;0.2800472;0.9459397;-1
128800;-0.6078651;0.07468304;-0.0438941;0.350482;0.5527714;-0.7555008;0.2600775;0.7171699;0.6455114;-1
128840;-0.6085259;0.07367507;-0.04489253;0.4158194;0.5403166;-0.7303773;0.4246075;0.5938438;0.6815137;-1
128880;-0.607329;0.07545061;-0.04323694;0.1958471;0.5329267;-0.8231472;0.2307735;0.7905219;0.5666052;-1
128920;-0.6065793;0.07647979;-0.04269433;0.1203659;0.5467548;-0.8284976;0.2621068;0.786265;0.5564956;-1
128960;-0.6054851;0.07783188;-0.04195504;0.2316407;0.6113616;-0.7566188;0.2797376;0.7020929;0.6531487;-1
129000;-0.6048941;0.07779387;-0.04017416;0.7286661;0.1889021;0.6576151;-0.6826625;0.1409477;0.7163625;-1
129040;-0.6059371;0.07699928;-0.03963397;0.5969875;-0.165129;0.7843221;0.1261815;0.9849129;0.1105874;-1
129080;-0.6087233;0.07565799;-0.0434747;0.4200171;0.5548054;-0.7156879;0.2204205;0.7036088;0.6750084;-1
129120;-0.6095672;0.07509385;-0.04436295;0.4762182;0.5322886;-0.6961787;0.3769659;0.5917267;0.7108438;-1
129160;-0.6081949;0.0760805;-0.04294668;0.3198274;0.5614728;-0.7616882;0.1202332;0.7739959;0.6212925;-1
129200;-0.6073897;0.07687797;-0.04236968;0.1357468;0.5547945;-0.8200533;0.08428691;0.8176671;0.5664989;-1
129240;-0.6061642;0.07816052;-0.04162503;0.2094966;0.5928043;-0.7771284;-0.1370793;0.8037999;0.5757912;-1
129280;-0.6053375;0.07856482;-0.04091238;0.6743035;0.6441772;-0.3602097;-0.3324906;0.7005084;0.630619;-1
129320;-0.6051456;0.07809193;-0.03994256;0.8525947;0.1896436;0.4855678;-0.3250042;0.9211933;0.2106765;-1
129360;-0.6061181;0.07752758;-0.03919646;0.6762538;-0.1555713;0.7192882;0.2779258;0.9584031;-0.05476956;-1
