Row	Offset	_CharLightPosition	_CharShColor	_CharMainLightColor	_CharLightColor	_RootMPosition	_CharShIntensity	_CharShadowIntensity	_CharShHeight	_ClipYValue	_HomeLightingEnable	_EyeAdaptionInverseExposureEnable	_HomeLightingPPVScale	_HomeLightingPPVColor0	_HomeLightingPPVColor1	_HomeRimLightingPPVColor	_POSMEnabled	
 0	0x1D000	-0.083  0.870 -0.485  1.000 	 0.003  0.233 -4e-04  1.936 	 2.514  2.260  2.430  3.141 	 1  1  1  1 	 0  0  0 	 0 	 1 	-0 	 2 	-0 	 2 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0 	
