Row	Offset	hlslcc_mtx4x4unity_ObjectToWorld[0]	hlslcc_mtx4x4unity_ObjectToWorld[1]	hlslcc_mtx4x4unity_ObjectToWorld[2]	hlslcc_mtx4x4unity_ObjectToWorld[3]	hlslcc_mtx4x4unity_WorldToObject[0]	hlslcc_mtx4x4unity_WorldToObject[1]	hlslcc_mtx4x4unity_WorldToObject[2]	hlslcc_mtx4x4unity_WorldToObject[3]	unity_WorldTransformParams	unity_SpecCube0_HDR	hlslcc_mtx4x4unity_MatrixPreviousM[0]	hlslcc_mtx4x4unity_MatrixPreviousM[1]	hlslcc_mtx4x4unity_MatrixPreviousM[2]	hlslcc_mtx4x4unity_MatrixPreviousM[3]	hlslcc_mtx4x4unity_MatrixPreviousMI[0]	hlslcc_mtx4x4unity_MatrixPreviousMI[1]	hlslcc_mtx4x4unity_MatrixPreviousMI[2]	hlslcc_mtx4x4unity_MatrixPreviousMI[3]	unity_MotionVectorsParams	Pape_SpecCubeArrayMaxMip	
 0	0x1CC40	 0.000 -1.000 -8e-09  0.000 	 0.603  0.000  0.798  0.000 	-0.798  8e-09  0.603  0.000 	-0  1 -0  1 	-0  1 -1  0 	-1 -0 -0  0 	 0  1  1  0 	 1  0  0  1 	 0  0  0  1 	 1  1  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 0  0  0  0 	 1  12  23  35 	 0  1  1  0 	 0  0  0  0 	0 	
